,age,sex
9620,20.9,0
9621,55.1,1
9622,56.0,1
9623,36.9,0
9624,22.9,0
9625,46.1,0
9626,17.8,0
9627,24.9,1
9628,18.9,0
9629,19.6,0
9630,0.9,0
9631,21.9,0
9632,23.9,0
9633,43.9,1
9634,36.3,1
9635,27.4,0
9636,23.3,0
9637,16.9,0
9638,52.3,0
9639,52.7,0
9640,50.0,0
9641,27.8,0
9642,17.9,0
9643,42.8,0
9644,42.7,0
9645,21.2,0
9646,18.1,0
9647,19.9,0
9648,40.0,0
9649,24.9,0
9650,22.2,0
9651,17.1,0
9652,6.7,0
9653,29.8,0
9654,18.5,1
9655,30.0,0
9656,10.1,0
9657,4.1,1
9658,26.0,1
9659,4.1,0
9660,34.2,0
9661,5.5,0
9662,17.6,1
9663,46.4,1
9664,37.2,1
9665,21.2,0
9666,85.8,0
9667,68.0,1
9668,45.9,0
9669,3.9,0
9670,8.1,1
9671,23.0,1
9672,23.9,0
9673,3.7,1
9674,30.2,1
9675,14.1,1
9676,32.1,0
9677,34.2,0
9678,0.9,1
9679,16.7,1
9680,41.5,1
9681,35.0,0
9682,23.0,0
9683,15.0,1
9684,38.9,0
9685,22.4,0
9686,42.4,0
9687,20.9,1
9688,5.3,0
9689,22.0,0
9690,4.3,0
9691,20.0,0
9692,51.1,0
9693,61.1,0
9694,17.4,1
9695,61.2,0
9696,15.2,1
9697,35.0,1
9698,0.6,1
9699,10.1,1
9700,30.0,0
9701,25.6,0
9702,10.2,1
9703,40.2,1
9704,16.0,1
9705,31.6,0
9706,1.2,1
9707,12.2,1
9708,0.7,0
9709,16.7,1
9710,23.6,1
9711,31.2,0
9712,31.2,1
9713,19.9,0
9714,68.8,1
9715,18.3,1
9716,55.8,1
9717,63.9,0
9718,66.8,1
9719,43.9,0
9720,20.0,1
9721,24.3,1
9722,22.1,0
9723,38.9,1
9724,33.1,0
9725,35.9,1
9726,25.8,0
9727,25.2,1
9728,24.2,1
9729,26.8,1
9730,26.1,0
9731,3.2,1
9732,30.3,1
9733,30.4,1
9734,30.4,1
9735,1.3,1
9736,0.4,1
9737,29.3,0
9738,2.9,0
9739,11.5,1
9740,1.5,1
9741,11.0,1
9742,48.0,1
9743,7.9,0
9744,39.1,0
9745,15.1,1
9746,6.0,1
9747,6.2,0
9748,5.6,1
9749,26.1,0
9750,38.0,1
9751,35.7,1
9752,27.9,0
9753,26.4,1
9754,26.0,0
9755,52.9,1
9756,10.0,1
9757,34.7,0
9758,34.8,0
9759,36.9,0
9760,6.9,0
9761,4.9,1
9762,53.0,1
9763,38.9,0
9764,28.9,0
9765,8.9,1
9766,33.9,0
9767,8.2,0
9768,28.9,0
9769,23.8,1
9770,18.0,0
9771,35.5,1
9772,26.1,0
9773,9.4,1
9774,58.9,0
9775,53.1,0
9776,59.2,0
9777,35.9,0
9778,34.0,1
9779,19.9,1
9780,20.0,0
9781,20.8,1
9782,39.9,1
9783,25.9,1
9784,41.9,0
9785,2.3,0
9786,0.1,1
9787,47.1,1
9788,37.0,0
9789,28.9,1
9790,27.9,0
9791,33.0,1
9792,29.2,0
9793,21.9,1
9794,30.8,0
9795,3.1,0
9796,5.9,0
9797,20.1,0
9798,24.6,1
9799,5.0,1
9800,18.4,0
9801,1.4,1
9802,45.9,0
9803,26.1,0
9804,31.1,1
9805,31.9,0
9806,5.9,1
9807,36.8,0
9808,3.1,0
9809,53.9,1
9810,24.1,1
9811,53.9,1
9812,46.9,0
9813,6.9,0
9814,18.0,1
9815,47.0,0
9816,23.1,1
9817,28.9,1
9818,7.1,0
9819,20.1,0
9820,13.1,1
9821,21.9,1
9822,16.9,1
9823,38.9,1
9824,20.1,0
9825,26.9,1
9826,16.0,1
9827,16.0,1
9828,18.9,1
9829,19.0,0
9830,40.0,1
9831,9.1,0
9832,3.5,0
9833,28.2,0
9834,16.7,1
9835,30.7,0
9836,9.7,0
9837,35.0,0
9838,10.3,1
9839,3.1,0
9840,2.2,0
9841,0.7,0
9842,30.9,1
9843,35.0,1
9844,3.0,1
9845,26.0,0
9846,8.9,1
9847,18.9,1
9848,3.1,0
9849,26.2,0
9850,15.8,1
9851,46.6,1
9852,14.1,1
9853,15.1,1
9854,46.9,0
9855,29.0,0
9856,27.5,0
9857,27.8,0
9858,24.7,0
9859,4.2,1
9860,31.7,1
9861,21.8,1
9862,18.6,0
9863,13.1,0
9864,15.1,0
9865,27.9,1
9866,1.9,1
9867,28.0,0
9868,1.5,1
9869,17.1,1
9870,46.9,0
9871,25.9,1
9872,46.0,1
9873,42.0,1
9874,14.0,0
9875,38.2,0
9876,28.2,0
9877,25.2,1
9878,21.9,1
9879,15.8,1
9880,20.9,1
9881,16.2,1
9882,18.2,1
9883,57.8,1
9884,29.1,0
9885,33.7,0
9886,2.9,1
9887,18.2,1
9888,20.0,0
9889,60.8,0
9890,25.6,0
9891,16.6,1
9892,27.9,1
9893,44.6,1
9894,30.9,1
9895,25.6,1
9896,18.6,1
9897,6.0,0
9898,21.9,0
9899,18.9,1
9900,27.6,0
9901,20.9,0
9902,22.1,0
9903,19.1,1
9904,1.2,0
9905,21.8,0
9906,21.8,0
9907,22.9,0
9908,28.7,1
9909,20.6,0
9910,49.8,1
9911,39.7,0
9912,16.1,0
9913,0.3,1
9914,8.4,0
9915,11.0,0
9916,6.6,0
9917,49.0,1
9918,60.9,0
9919,65.2,0
9920,74.8,0
9921,46.2,1
9922,26.4,1
9923,7.2,0
9924,34.0,0
9925,7.3,0
9926,31.7,1
9927,24.5,0
9928,9.9,0
9929,9.1,1
9930,34.1,0
9931,18.1,1
9932,13.4,1
9933,20.5,1
9934,2.5,1
9935,8.1,1
9936,60.2,1
9937,12.6,0
9938,12.7,0
9939,67.5,0
9940,14.0,0
9941,11.1,0
9942,25.9,0
9943,2.9,0
9944,1.1,0
9945,1.1,1
9946,22.9,1
9947,49.0,0
9948,43.1,0
9949,16.0,1
9950,35.1,0
9951,16.1,0
9952,51.0,0
9953,17.1,0
9954,2.6,0
9955,46.8,0
9956,42.6,0
9957,3.0,0
9958,20.9,1
9959,32.9,1
9960,0.4,1
9961,25.0,0
9962,49.9,0
9963,13.2,1
9964,36.9,1
9965,16.9,1
9966,24.3,1
9967,1.9,1
9968,56.6,0
9969,44.3,0
9970,44.4,0
9971,52.9,0
9972,24.7,1
9973,2.7,0
9974,48.1,0
9975,0.7,1
9976,1.1,0
9977,44.6,0
9978,18.1,1
9979,4.3,1
9980,0.8,0
9981,7.9,1
9982,9.9,0
9983,41.1,0
9984,0.5,0
9985,0.8,0
9986,12.9,0
9987,4.9,1
9988,30.9,0
9989,10.9,0
9990,36.0,0
9991,8.9,0
9992,15.1,0
9993,2.5,1
9994,0.1,0
9995,18.9,1
9996,57.0,1
9997,45.9,0
9998,15.9,1
9999,12.0,0
10000,18.1,0
10001,12.2,0
10002,40.7,0
10003,61.0,1
10004,18.8,0
10005,40.0,0
10006,6.1,1
10007,25.0,0
10008,31.6,1
10009,8.0,0
10010,3.1,0
10011,6.8,1
10012,8.8,0
10013,44.1,1
10014,20.0,0
10015,21.0,0
10016,18.3,1
10017,44.9,0
10018,46.0,1
10019,40.6,0
10020,26.0,1
10021,3.8,1
10022,59.0,1
10023,55.2,1
10024,59.1,1
10025,0.7,0
10026,4.0,1
10027,46.1,0
10028,0.9,0
10029,1.0,0
10030,25.8,0
10031,43.9,1
10032,18.9,0
10033,39.9,0
10034,17.9,0
10035,20.9,1
10036,41.2,1
10037,46.0,0
10038,39.0,0
10039,25.1,1
10040,5.8,1
10041,7.9,1
10042,67.8,1
10043,28.3,0
10044,17.0,1
10045,42.1,0
10046,15.1,0
10047,15.1,0
10048,14.9,0
10049,20.6,0
10050,1.1,1
10051,13.9,1
10052,10.2,0
10053,26.8,1
10054,16.1,0
10055,8.1,1
10056,13.9,1
10057,3.9,1
10058,32.9,0
10059,59.1,0
10060,55.2,0
10061,35.1,0
10062,18.1,1
10063,18.2,1
10064,26.9,0
10065,36.9,0
10066,28.9,1
10067,29.1,1
10068,29.5,0
10069,0.6,0
10070,48.9,0
10071,13.1,0
10072,45.5,0
10073,28.0,0
10074,28.1,0
10075,10.0,0
10076,30.9,0
10077,40.9,0
10078,67.8,1
10079,49.0,0
10080,13.9,0
10081,65.8,0
10082,54.9,0
10083,0.3,1
10084,0.2,1
10085,23.3,0
10086,22.3,0
10087,45.5,0
10088,34.9,0
10089,29.5,0
10090,27.3,0
10091,33.9,1
10092,28.2,0
10093,1.2,1
10094,36.7,0
10095,12.4,0
10096,53.9,0
10097,2.6,1
10098,41.7,0
10099,2.6,1
10100,29.3,1
10101,40.9,1
10102,25.4,0
10103,47.4,1
10104,27.5,0
10105,5.9,0
10106,19.9,1
10107,30.9,1
10108,25.1,0
10109,30.8,1
10110,18.1,1
10111,7.0,1
10112,3.7,0
10113,6.0,0
10114,4.0,0
10115,38.2,1
10116,4.7,0
10117,20.2,0
10118,39.6,1
10119,52.1,0
10120,29.7,1
10121,25.9,1
10122,39.9,1
10123,25.1,1
10124,60.9,0
10125,40.0,0
10126,32.2,1
10127,61.0,1
10128,46.0,1
10129,44.0,0
10130,18.2,1
10131,41.1,1
10132,17.2,1
10133,21.9,0
10134,4.2,0
10135,27.2,0
10136,38.7,0
10137,8.1,1
10138,2.0,1
10139,30.5,0
10140,4.1,0
10141,4.9,1
10142,4.2,1
10143,4.8,1
10144,39.1,1
10145,36.0,0
10146,14.1,0
10147,4.1,0
10148,35.7,1
10149,20.2,0
10150,20.3,0
10151,18.0,0
10152,30.9,1
10153,31.2,1
10154,30.7,1
10155,19.1,1
10156,12.0,0
10157,12.6,0
10158,52.9,0
10159,52.0,1
10160,40.0,0
10161,33.7,1
10162,33.9,1
10163,11.1,1
10164,0.6,1
10165,31.7,0
10166,0.7,0
10167,4.0,1
10168,4.0,1
10169,0.9,0
10170,67.7,1
10171,32.1,0
10172,30.9,0
10173,6.8,1
10174,5.1,1
10175,15.9,1
10176,31.7,1
10177,42.9,0
10178,17.1,0
10179,23.1,0
10180,14.2,1
10181,8.3,1
10182,44.1,1
10183,41.1,0
10184,45.9,0
10185,0.9,1
10186,63.9,1
10187,18.7,1
10188,37.0,1
10189,33.9,0
10190,19.0,0
10191,34.8,0
10192,53.0,1
10193,42.0,0
10194,11.6,1
10195,40.1,1
10196,40.9,0
10197,17.1,1
10198,6.1,0
10199,14.1,1
10200,21.0,0
10201,24.0,1
10202,21.0,0
10203,44.2,1
10204,23.5,0
10205,23.2,0
10206,12.2,0
10207,15.2,0
10208,33.2,1
10209,28.0,0
10210,18.2,1
10211,18.3,1
10212,3.6,0
10213,1.0,0
10214,0.7,0
10215,22.9,0
10216,0.3,0
10217,1.1,0
10218,3.2,1
10219,34.6,0
10220,18.1,0
10221,34.0,1
10222,24.0,1
10223,45.6,1
10224,43.0,0
10225,42.5,0
10226,13.0,0
10227,16.9,1
10228,34.2,1
10229,31.0,0
10230,5.0,0
10231,25.8,1
10232,26.7,1
10233,3.0,0
10234,0.1,0
10235,24.9,1
10236,31.6,0
10237,31.5,1
10238,24.8,1
10239,22.5,1
10240,18.4,0
10241,24.9,1
10242,24.7,1
10243,25.0,1
10244,36.1,1
10245,36.7,1
10246,3.0,1
10247,33.0,0
10248,22.1,1
10249,1.6,0
10250,24.6,0
10251,1.9,0
10252,19.0,0
10253,5.2,1
10254,25.9,0
10255,9.9,0
10256,41.2,0
10257,19.0,1
10258,32.2,0
10259,39.9,0
10260,8.9,0
10261,27.8,1
10262,43.4,1
10263,19.0,0
10264,23.5,0
10265,42.0,0
10266,32.9,0
10267,16.1,1
10268,27.9,0
10269,3.1,0
10270,47.4,0
10271,60.9,0
10272,63.1,0
10273,38.0,1
10274,37.0,0
10275,26.9,0
10276,4.3,0
10277,1.0,1
10278,41.8,1
10279,18.9,1
10280,51.0,1
10281,16.1,1
10282,37.2,0
10283,1.0,1
10284,35.6,0
10285,26.9,1
10286,2.1,1
10287,31.2,0
10288,20.0,1
10289,56.3,0
10290,61.2,0
10291,42.2,0
10292,35.1,0
10293,33.9,1
10294,2.0,0
10295,40.8,0
10296,56.9,1
10297,25.7,1
10298,48.9,0
10299,56.2,0
10300,19.0,1
10301,36.0,1
10302,23.2,1
10303,7.0,0
10304,7.0,0
10305,56.0,0
10306,2.1,1
10307,0.9,1
10308,26.1,0
10309,39.0,1
10310,16.7,0
10311,11.3,0
10312,26.8,0
10313,2.1,1
10314,2.1,1
10315,27.3,1
10316,3.9,0
10317,2.9,0
10318,4.9,1
10319,26.0,0
10320,6.0,0
10321,8.2,0
10322,3.2,0
10323,34.0,0
10324,8.1,0
10325,51.0,1
10326,5.1,1
10327,3.1,0
10328,30.0,0
10329,23.1,1
10330,23.0,1
10331,35.0,1
10332,7.9,1
10333,5.9,1
10334,9.0,0
10335,10.1,0
10336,25.9,0
10337,2.9,0
10338,7.1,1
10339,22.8,1
10340,18.9,0
10341,33.0,1
10342,3.0,1
10343,3.1,1
10344,6.0,1
10345,0.8,1
10346,38.1,0
10347,6.2,1
10348,4.9,0
10349,2.4,1
10350,18.8,0
10351,45.9,1
10352,6.1,0
10353,17.2,1
10354,15.1,1
10355,49.9,1
10356,25.7,1
10357,0.8,0
10358,6.5,0
10359,33.0,0
10360,5.0,0
10361,30.9,0
10362,35.2,0
10363,28.0,0
10364,17.0,1
10365,20.2,1
10366,21.9,1
10367,17.8,1
10368,18.9,1
10369,19.1,1
10370,34.1,0
10371,35.9,1
10372,29.0,1
10373,34.9,0
10374,24.8,0
10375,25.1,0
10376,35.9,1
10377,28.8,1
10378,1.0,1
10379,36.1,1
10380,65.7,0
10381,31.6,1
10382,31.7,0
10383,6.7,0
10384,37.1,0
10385,27.9,0
10386,4.3,1
10387,41.9,0
10388,17.0,1
10389,13.1,0
10390,27.2,1
10391,50.0,0
10392,70.7,1
10393,56.0,0
10394,67.7,1
10395,72.7,1
10396,25.7,1
10397,50.9,0
10398,56.0,0
10399,12.0,1
10400,20.9,0
10401,2.9,1
10402,5.2,1
10403,12.1,1
10404,33.2,1
10405,13.2,1
10406,3.2,1
10407,7.6,0
10408,24.0,1
10409,28.9,0
10410,0.8,0
10411,31.0,1
10412,1.2,0
10413,2.1,0
10414,6.5,1
10415,0.9,1
10416,51.5,1
10417,22.5,1
10418,22.5,1
10419,24.0,1
10420,0.6,1
10421,3.1,1
10422,2.0,1
10423,25.1,0
10424,2.1,1
10425,22.9,1
10426,16.9,0
10427,7.0,0
10428,14.0,0
10429,17.1,1
10430,33.6,1
10431,31.3,0
10432,21.3,1
10433,5.0,0
10434,0.9,0
10435,53.0,1
10436,50.2,0
10437,37.7,0
10438,37.8,0
10439,37.9,0
10440,7.3,1
10441,55.1,0
10442,7.7,0
10443,6.7,1
10444,13.1,1
10445,7.5,1
10446,58.2,1
10447,50.0,1
10448,7.4,0
10449,15.8,1
10450,31.1,0
10451,36.0,1
10452,36.0,0
10453,2.2,0
10454,8.0,0
10455,41.0,0
10456,0.9,1
10457,2.2,0
10458,28.5,0
10459,26.3,1
10460,25.0,1
10461,8.3,1
10462,10.5,0
10463,1.3,1
10464,12.1,0
10465,27.2,0
10466,1.1,0
10467,1.9,1
10468,70.7,1
10469,40.0,0
10470,45.0,1
10471,41.0,0
10472,41.0,0
10473,41.0,1
10474,13.1,1
10475,34.9,1
10476,33.9,0
10477,35.0,0
10478,24.7,1
10479,13.2,1
10480,24.0,1
10481,18.2,1
10482,30.0,1
10483,30.9,1
10484,20.9,1
10485,20.1,1
10486,36.1,1
10487,28.9,0
10488,19.0,1
10489,20.1,1
10490,64.0,1
10491,19.3,1
10492,61.0,0
10493,23.2,0
10494,32.8,0
10495,6.6,0
10496,28.1,1
10497,31.1,0
10498,39.0,0
10499,3.8,1
10500,55.9,1
10501,28.7,1
10502,28.7,1
10503,56.1,1
10504,29.1,0
10505,51.1,0
10506,51.1,0
10507,5.4,1
10508,4.7,0
10509,21.0,0
10510,13.0,1
10511,2.2,1
10512,30.1,0
10513,37.0,1
10514,30.9,1
10515,33.1,0
10516,4.8,1
10517,24.0,1
10518,28.8,1
10519,0.8,1
10520,3.1,1
10521,51.0,1
10522,59.2,0
10523,28.9,0
10524,7.6,1
10525,28.9,0
10526,7.4,1
10527,22.3,1
10528,36.0,1
10529,30.0,0
10530,24.0,1
10531,21.2,1
10532,41.0,0
10533,11.0,0
10534,1.4,0
10535,1.6,0
10536,35.1,1
10537,2.1,1
10538,3.1,1
10539,30.1,0
10540,6.6,0
10541,20.0,1
10542,26.1,1
10543,44.9,0
10544,2.5,1
10545,1.9,1
10546,3.0,1
10547,48.0,1
10548,45.1,0
10549,12.8,0
10550,14.4,1
10551,41.8,0
10552,65.7,0
10553,59.1,1
10554,5.0,1
10555,43.2,1
10556,3.9,1
10557,34.9,0
10558,36.0,0
10559,8.4,0
10560,4.2,1
10561,54.4,1
10562,6.1,0
10563,43.0,1
10564,46.0,0
10565,32.8,1
10566,21.1,1
10567,64.0,0
10568,18.1,1
10569,55.1,0
10570,14.2,0
10571,35.2,0
10572,5.0,0
10573,27.0,0
10574,6.1,0
10575,24.9,1
10576,9.1,1
10577,6.1,0
10578,2.9,1
10579,21.0,1
10580,31.3,0
10581,18.0,0
10582,30.5,0
10583,10.9,0
10584,22.8,0
10585,36.9,1
10586,23.9,0
10587,26.2,0
10588,27.2,1
10589,45.1,1
10590,18.1,0
10591,5.8,0
10592,36.1,0
10593,33.1,1
10594,33.9,1
10595,24.0,1
10596,20.4,0
10597,40.1,1
10598,21.0,1
10599,4.0,1
10600,18.7,1
10601,21.5,0
10602,17.5,1
10603,19.0,1
10604,5.2,1
10605,65.7,0
10606,56.0,0
10607,18.7,0
10608,16.1,1
10609,39.0,1
10610,16.9,0
10611,41.1,0
10612,50.0,0
10613,16.2,0
10614,34.8,0
10615,34.8,0
10616,5.3,0
10617,2.8,0
10618,19.0,1
10619,24.8,1
10620,18.6,1
10621,18.9,1
10622,42.0,1
10623,55.0,1
10624,7.7,0
10625,5.4,0
10626,5.8,1
10627,11.5,0
10628,55.1,1
10629,43.9,0
10630,71.5,1
10631,59.1,0
10632,51.2,0
10633,27.9,0
10634,55.2,1
10635,21.0,0
10636,12.0,1
10637,14.0,1
10638,48.5,1
10639,35.1,0
10640,30.9,1
10641,40.6,0
10642,54.6,1
10643,8.2,0
10644,2.2,0
10645,21.1,0
10646,22.9,1
10647,6.7,1
10648,56.8,1
10649,41.1,0
10650,44.7,1
10651,56.8,0
10652,28.9,0
10653,0.7,0
10654,3.9,0
10655,29.0,0
10656,36.4,0
10657,31.5,0
10658,28.9,1
10659,26.9,0
10660,41.6,1
10661,26.0,0
10662,34.9,0
10663,31.0,1
10664,31.1,1
10665,43.6,1
10666,13.2,1
10667,29.0,1
10668,6.2,1
10669,25.1,0
10670,48.0,1
10671,28.3,0
10672,52.0,0
10673,3.1,0
10674,31.0,0
10675,24.0,0
10676,1.0,0
10677,25.3,1
10678,3.4,0
10679,36.5,1
10680,39.2,0
10681,16.9,0
10682,39.9,0
10683,50.2,1
10684,30.5,1
10685,43.7,0
10686,47.1,0
10687,44.0,0
10688,19.0,0
10689,57.5,0
10690,8.3,1
10691,15.2,0
10692,34.9,1
10693,22.0,1
10694,30.5,0
10695,52.0,0
10696,52.0,0
10697,16.2,0
10698,23.5,1
10699,24.2,1
10700,60.1,1
10701,34.9,0
10702,34.7,1
10703,24.9,0
10704,5.1,1
10705,8.1,1
10706,5.1,1
10707,49.1,0
10708,16.0,1
10709,2.9,0
10710,54.0,1
10711,49.1,0
10712,15.0,0
10713,42.2,0
10714,15.9,1
10715,2.2,0
10716,55.0,1
10717,2.1,0
10718,29.7,0
10719,11.1,0
10720,11.2,1
10721,17.1,1
10722,21.9,0
10723,65.8,0
10724,89.7,0
10725,5.8,0
10726,25.0,0
10727,7.1,0
10728,7.3,0
10729,27.0,1
10730,5.0,1
10731,21.0,0
10732,18.0,1
10733,8.0,1
10734,18.0,1
10735,27.0,0
10736,68.7,0
10737,9.2,0
10738,27.0,0
10739,30.1,0
10740,28.0,1
10741,29.0,0
10742,29.1,0
10743,8.1,0
10744,30.1,1
10745,70.7,1
10746,69.7,1
10747,47.0,1
10748,30.9,0
10749,0.1,1
10750,31.0,1
10751,3.4,1
10752,0.9,1
10753,27.1,0
10754,6.1,1
10755,1.1,1
10756,46.9,1
10757,36.1,1
10758,33.9,0
10759,10.0,0
10760,8.0,1
10761,4.1,1
10762,7.1,0
10763,54.3,1
10764,54.3,1
10765,53.3,1
10766,4.1,1
10767,8.1,1
10768,53.1,1
10769,45.0,0
10770,70.7,0
10771,24.0,0
10772,34.4,1
10773,29.1,1
10774,26.0,0
10775,2.0,1
10776,19.8,1
10777,5.8,0
10778,3.8,1
10779,1.5,1
10780,2.2,1
10781,2.2,0
10782,22.6,1
10783,43.3,1
10784,24.7,0
10785,2.0,1
10786,39.6,0
10787,17.9,0
10788,2.1,0
10789,27.1,0
10790,35.5,0
10791,31.0,0
10792,15.0,1
10793,51.0,0
10794,16.0,1
10795,11.2,1
10796,30.9,1
10797,26.9,0
10798,3.5,0
10799,4.2,0
10800,33.0,0
10801,4.0,0
10802,11.5,1
10803,3.9,0
10804,27.0,0
10805,4.2,0
10806,27.1,0
10807,11.6,1
10808,9.1,1
10809,21.0,0
10810,19.0,1
10811,70.7,1
10812,74.7,0
10813,75.7,0
10814,16.9,1
10815,41.4,1
10816,76.7,1
10817,35.1,1
10818,39.1,1
10819,32.7,0
10820,5.4,1
10821,14.4,0
10822,8.6,0
10823,41.1,0
10824,17.9,0
10825,7.1,1
10826,12.6,0
10827,18.0,0
10828,47.1,0
10829,5.9,1
10830,36.8,0
10831,31.8,0
10832,49.5,0
10833,56.1,0
10834,64.0,1
10835,58.0,0
10836,59.0,1
10837,51.1,0
10838,61.4,1
10839,0.7,0
10840,45.5,1
10841,51.1,1
10842,53.1,1
10843,2.7,0
10844,13.1,1
10845,10.2,1
10846,4.0,0
10847,9.1,0
10848,30.0,1
10849,14.0,0
10850,23.2,1
10851,42.1,0
10852,21.6,1
10853,22.6,1
10854,1.7,1
10855,22.0,0
10856,19.0,1
10857,19.0,1
10858,38.8,1
10859,41.0,0
10860,9.3,0
10861,28.9,0
10862,3.3,1
10863,8.3,0
10864,3.3,1
10865,13.4,1
10866,60.5,0
10867,2.1,1
10868,31.6,0
10869,7.9,0
10870,2.8,1
10871,6.5,0
10872,0.5,1
10873,6.7,0
10874,0.7,1
10875,30.9,1
10876,32.0,0
10877,34.0,1
10878,32.0,0
10879,33.7,1
10880,0.1,0
10881,11.1,0
10882,32.0,1
10883,40.2,0
10884,16.6,0
10885,35.3,0
10886,5.7,1
10887,38.8,1
10888,8.2,0
10889,9.7,1
10890,5.7,1
10891,8.2,0
10892,0.7,1
10893,38.0,1
10894,59.1,1
10895,35.1,1
10896,2.9,0
10897,9.9,0
10898,12.1,1
10899,71.7,0
10900,75.7,0
10901,48.2,0
10902,35.8,1
10903,20.0,0
10904,39.2,1
10905,12.2,0
10906,9.2,0
10907,24.1,1
10908,2.0,1
10909,9.0,0
10910,2.2,0
10911,1.2,1
10912,4.5,0
10913,28.2,0
10914,36.1,0
10915,50.7,1
10916,32.5,0
10917,65.7,1
10918,10.2,1
10919,19.9,0
10920,4.0,0
10921,8.0,0
10922,4.1,1
10923,1.5,0
10924,46.2,0
10925,62.0,1
10926,46.8,1
10927,14.5,1
10928,14.5,0
10929,8.3,0
10930,39.0,1
10931,37.8,0
10932,19.9,1
10933,20.9,1
10934,24.6,1
10935,2.2,1
10936,33.3,0
10937,20.6,1
10938,35.7,1
10939,25.9,0
10940,24.7,0
10941,35.0,1
10942,30.7,0
10943,5.0,0
10944,27.2,0
10945,20.0,1
10946,52.9,1
10947,48.9,0
10948,29.8,0
10949,30.2,0
10950,28.1,1
10951,36.0,1
10952,4.1,0
10953,0.8,0
10954,0.8,0
10955,4.3,0
10956,2.3,0
10957,29.8,0
10958,69.7,0
10959,23.0,0
10960,26.5,0
10961,23.3,0
10962,23.6,0
10963,16.0,1
10964,2.1,1
10965,1.9,0
10966,54.0,0
10967,54.0,0
10968,53.5,0
10969,28.2,1
10970,22.9,0
10971,15.9,0
10972,39.0,1
10973,31.3,0
10974,29.0,0
10975,19.0,1
10976,0.9,1
10977,1.0,1
10978,20.0,1
10979,19.3,1
10980,19.6,1
10981,29.1,1
10982,4.0,0
10983,23.0,0
10984,23.1,0
10985,20.1,0
10986,4.0,1
10987,6.3,0
10988,4.1,0
10989,11.8,0
10990,3.8,1
10991,8.3,0
10992,44.0,0
10993,15.1,1
10994,16.6,0
10995,29.0,1
10996,24.1,0
10997,27.1,0
10998,2.9,0
10999,3.0,0
11000,26.1,1
11001,0.7,0
11002,0.7,1
11003,1.1,0
11004,25.2,0
11005,5.5,0
11006,56.2,0
11007,10.0,1
11008,1.3,1
11009,27.0,0
11010,25.9,0
11011,11.9,0
11012,34.4,1
11013,18.9,0
11014,23.1,0
11015,1.9,1
11016,1.8,1
11017,0.1,1
11018,34.3,0
11019,39.4,0
11020,24.9,1
11021,35.0,0
11022,33.8,1
11023,33.7,1
11024,22.8,1
11025,19.4,1
11026,5.8,1
11027,14.7,0
11028,16.5,1
11029,16.1,1
11030,38.0,1
11031,22.8,1
11032,29.0,1
11033,22.6,1
11034,29.1,1
11035,1.3,1
11036,1.5,1
11037,56.0,0
11038,51.0,1
11039,25.9,0
11040,29.3,1
11041,22.3,0
11042,5.9,0
11043,5.9,0
11044,6.0,0
11045,18.1,0
11046,21.2,0
11047,48.2,0
11048,40.0,1
11049,41.5,0
11050,9.1,0
11051,3.7,0
11052,23.0,0
11053,17.5,1
11054,20.6,0
11055,7.5,1
11056,1.3,0
11057,40.1,1
11058,22.6,1
11059,19.0,0
11060,18.6,0
11061,28.6,1
11062,36.0,1
11063,40.0,0
11064,37.1,0
11065,6.7,1
11066,35.8,0
11067,52.1,0
11068,45.8,0
11069,47.0,1
11070,38.0,0
11071,5.4,0
11072,8.1,0
11073,51.1,1
11074,31.0,1
11075,6.1,0
11076,55.3,1
11077,18.6,0
11078,15.4,0
11079,45.4,1
11080,23.1,0
11081,38.0,1
11082,12.0,1
11083,19.2,1
11084,50.0,0
11085,19.0,1
11086,14.1,0
11087,16.1,1
11088,17.0,1
11089,37.9,1
11090,3.7,0
11091,29.0,1
11092,7.1,1
11093,20.8,1
11094,25.8,1
11095,22.6,0
11096,5.1,1
11097,37.4,1
11098,3.2,1
11099,61.3,0
11100,28.2,0
11101,39.0,1
11102,31.8,0
11103,65.7,0
11104,80.7,0
11105,28.7,1
11106,28.5,1
11107,5.8,0
11108,2.0,0
11109,2.1,1
11110,4.2,1
11111,58.6,0
11112,50.1,1
11113,53.0,1
11114,25.1,0
11115,5.4,0
11116,21.0,1
11117,29.0,1
11118,9.3,1
11119,37.4,0
11120,28.0,1
11121,19.1,0
11122,19.7,0
11123,35.6,1
11124,35.8,1
11125,21.1,1
11126,19.9,1
11127,4.7,0
11128,19.9,0
11129,32.9,1
11130,32.1,1
11131,36.8,1
11132,3.5,1
11133,25.1,1
11134,25.1,0
11135,25.0,0
11136,45.8,1
11137,24.3,1
11138,46.5,1
11139,32.3,1
11140,33.0,1
11141,23.0,0
11142,43.0,1
11143,18.7,0
11144,29.1,1
11145,24.0,0
11146,1.4,1
11147,39.1,0
11148,5.6,0
11149,42.0,1
11150,42.1,1
11151,12.1,0
11152,9.0,0
11153,39.2,0
11154,3.8,0
11155,8.8,0
11156,33.6,1
11157,1.3,1
11158,0.8,1
11159,26.5,1
11160,19.0,1
11161,44.8,1
11162,19.9,1
11163,28.9,1
11164,32.0,1
11165,30.7,0
11166,30.1,0
11167,25.3,0
11168,30.6,0
11169,28.0,0
11170,30.5,1
11171,23.0,0
11172,24.8,0
11173,23.4,1
