,age,sex
4263,57.7,0
4264,17.6,1
4265,18.1,1
4266,48.7,1
4267,48.6,1
4268,49.8,1
4269,42.6,0
4270,0.3,1
4271,51.7,1
4272,39.8,0
4273,50.7,0
4274,14.8,0
4275,8.3,0
4276,30.9,0
4277,7.6,0
4278,5.1,1
4279,41.7,0
4280,3.7,1
4281,21.1,1
4282,16.0,1
4283,15.8,1
4284,1.4,0
4285,1.7,1
4286,29.2,1
4287,29.7,0
4288,30.2,0
4289,23.6,0
4290,24.7,0
4291,4.0,1
4292,18.0,0
4293,23.7,0
4294,21.3,0
4295,3.3,0
4296,48.0,0
4297,47.7,0
4298,18.6,1
4299,18.6,1
4300,33.3,1
4301,7.2,1
4302,2.0,1
4303,32.1,0
4304,29.7,1
4305,31.5,1
4306,30.7,1
4307,31.8,1
4308,8.9,1
4309,44.5,1
4310,30.5,0
4311,42.7,0
4312,36.6,0
4313,3.8,0
4314,23.8,1
4315,23.7,1
4316,10.2,1
4317,31.6,0
4318,20.6,0
4319,19.8,1
4320,41.9,0
4321,42.7,0
4322,48.8,0
4323,41.2,0
4324,18.6,0
4325,71.1,0
4326,20.7,0
4327,36.9,0
4328,25.6,0
4329,47.6,1
4330,44.6,0
4331,5.0,1
4332,22.1,1
4333,22.1,0
4334,25.7,0
4335,38.7,1
4336,42.7,1
4337,34.7,0
4338,13.7,1
4339,14.7,1
4340,3.0,0
4341,10.0,1
4342,7.0,1
4343,28.7,0
4344,2.7,0
4345,1.1,0
4346,3.1,0
4347,26.0,0
4348,26.8,0
4349,1.8,0
4350,56.7,1
4351,54.6,1
4352,50.7,0
4353,5.6,1
4354,13.5,0
4355,15.8,0
4356,15.3,0
4357,22.3,1
4358,0.3,1
4359,0.8,1
4360,44.3,0
4361,22.2,1
4362,17.6,0
4363,31.7,1
4364,45.7,1
4365,29.6,0
4366,10.0,0
4367,35.4,0
4368,5.4,1
4369,8.3,1
4370,6.0,1
4371,26.7,1
4372,26.0,1
4373,20.7,0
4374,17.7,1
4375,23.8,0
4376,30.6,1
4377,27.7,0
4378,2.7,1
4379,8.6,0
4380,23.6,1
4381,53.6,1
4382,48.1,0
4383,23.6,1
4384,22.8,0
4385,46.2,0
4386,41.2,0
4387,54.3,1
4388,34.3,1
4389,76.1,0
4390,69.1,1
4391,28.6,1
4392,20.7,1
4393,27.6,0
4394,3.6,1
4395,8.1,1
4396,0.3,1
4397,23.8,0
4398,0.3,0
4399,2.9,1
4400,6.1,0
4401,0.5,1
4402,22.6,1
4403,47.8,1
4404,25.3,1
4405,24.4,1
4406,19.6,0
4407,14.4,1
4408,23.9,1
4409,24.7,1
4410,14.7,1
4411,15.7,1
4412,25.8,1
4413,20.7,0
4414,38.7,1
4415,27.6,1
4416,33.3,0
4417,68.1,0
4418,34.8,0
4419,48.0,1
4420,76.1,1
4421,34.3,0
4422,33.3,0
4423,67.0,0
4424,24.9,0
4425,6.9,1
4426,26.7,0
4427,6.0,0
4428,17.6,0
4429,18.8,1
4430,21.7,1
4431,19.8,1
4432,24.6,0
4433,4.1,0
4434,25.7,1
4435,20.6,1
4436,55.7,0
4437,23.3,0
4438,30.7,0
4439,25.6,0
4440,4.3,0
4441,0.1,0
4442,1.1,1
4443,22.5,0
4444,8.4,0
4445,4.8,0
4446,6.6,0
4447,8.4,0
4448,1.7,1
4449,25.1,0
4450,30.4,0
4451,6.2,0
4452,35.9,0
4453,38.7,1
4454,30.4,0
4455,15.0,1
4456,14.8,1
4457,17.6,1
4458,16.7,1
4459,35.9,1
4460,18.5,1
4461,16.4,1
4462,26.6,0
4463,32.5,0
4464,3.6,0
4465,46.7,1
4466,43.7,0
4467,43.7,0
4468,44.8,0
4469,2.2,0
4470,15.7,1
4471,23.5,0
4472,38.6,1
4473,38.7,1
4474,38.6,0
4475,37.9,0
4476,30.7,0
4477,8.3,1
4478,26.7,1
4479,62.7,0
4480,27.8,1
4481,19.2,1
4482,4.2,1
4483,17.2,1
4484,3.2,1
4485,68.0,0
4486,65.8,0
4487,37.5,1
4488,24.7,0
4489,64.7,0
4490,60.8,0
4491,22.3,0
4492,3.2,1
4493,22.7,1
4494,42.7,1
4495,27.7,1
4496,19.7,1
4497,18.7,1
4498,19.7,0
4499,26.8,0
4500,39.1,0
4501,38.6,1
4502,26.3,1
4503,18.9,1
4504,18.9,1
4505,19.7,1
4506,49.7,0
4507,55.8,1
4508,11.7,1
4509,31.1,0
4510,13.7,1
4511,58.4,1
4512,50.5,1
4513,18.1,0
4514,18.2,0
4515,8.8,1
4516,21.7,1
4517,21.2,0
4518,38.7,1
4519,25.5,0
4520,20.6,1
4521,11.5,1
4522,8.5,1
4523,22.8,0
4524,26.7,1
4525,26.7,1
4526,24.7,1
4527,16.7,1
4528,19.7,1
4529,28.2,1
4530,23.7,0
4531,18.0,0
4532,28.7,0
4533,4.3,1
4534,4.8,1
4535,5.4,0
4536,66.0,0
4537,69.0,0
4538,48.7,1
4539,19.6,1
4540,14.7,1
4541,7.7,0
4542,11.7,1
4543,39.7,0
4544,40.7,0
4545,4.3,1
4546,22.7,1
4547,17.9,1
4548,32.1,1
4549,21.3,1
4550,31.9,0
4551,29.7,0
4552,37.7,0
4553,37.7,0
4554,24.2,0
4555,29.7,1
4556,20.7,1
4557,17.7,1
4558,34.7,0
4559,21.1,1
4560,27.4,0
4561,34.9,1
4562,53.4,0
4563,19.1,1
4564,22.2,1
4565,20.2,1
4566,29.9,1
4567,30.5,0
4568,18.6,0
4569,32.7,1
4570,35.2,1
4571,30.4,1
4572,21.3,1
4573,32.6,0
4574,33.7,0
4575,22.7,1
4576,45.7,0
4577,24.7,0
4578,34.6,0
4579,34.0,0
4580,25.0,1
4581,44.7,1
4582,1.1,0
4583,13.7,1
4584,19.7,1
4585,20.6,1
4586,28.8,1
4587,27.7,0
4588,32.1,0
4589,59.7,1
4590,59.7,1
4591,21.3,0
4592,28.9,0
4593,63.0,1
4594,54.1,1
4595,29.1,0
4596,19.6,1
4597,17.6,1
4598,45.7,0
4599,26.7,1
4600,43.8,0
4601,60.0,1
4602,39.0,0
4603,36.7,0
4604,7.5,0
4605,2.1,0
4606,19.4,1
4607,19.6,0
4608,19.4,0
4609,20.9,0
4610,14.8,1
4611,42.7,0
4612,13.1,0
4613,1.4,1
4614,35.2,1
4615,30.4,1
4616,1.8,1
4617,19.7,0
4618,18.7,0
4619,10.8,1
4620,16.5,1
4621,53.2,0
4622,53.2,0
4623,2.8,0
4624,3.8,1
4625,4.5,1
4626,3.7,0
4627,8.0,1
4628,18.8,0
4629,19.1,1
4630,20.1,1
4631,48.3,1
4632,50.7,1
4633,0.9,1
4634,40.4,0
4635,0.2,1
4636,0.4,0
4637,45.5,0
4638,16.3,1
4639,21.7,0
4640,40.7,0
4641,77.0,0
4642,60.7,0
4643,59.7,0
4644,5.7,0
4645,66.0,0
4646,62.8,0
4647,45.7,0
4648,40.5,1
4649,76.5,1
4650,68.0,1
4651,66.9,1
4652,20.0,0
4653,32.2,1
4654,5.9,1
4655,8.8,0
4656,23.2,0
4657,23.7,0
4658,2.4,0
4659,32.3,0
4660,40.8,0
4661,52.6,1
4662,41.7,0
4663,50.7,1
4664,41.7,0
4665,7.4,1
4666,30.7,0
4667,18.1,1
4668,18.8,1
4669,36.5,1
4670,27.7,1
4671,3.0,0
4672,22.9,1
4673,22.8,1
4674,0.7,1
4675,39.8,1
4676,44.9,1
4677,2.1,1
4678,3.0,0
4679,4.5,0
4680,33.8,0
4681,2.1,1
4682,2.1,1
4683,0.1,1
4684,2.3,1
4685,6.1,1
4686,30.6,0
4687,29.7,0
4688,18.3,1
4689,18.6,1
4690,24.4,1
4691,25.8,1
4692,25.3,1
4693,44.6,0
4694,50.9,0
4695,30.8,0
4696,33.3,1
4697,24.9,1
4698,2.3,1
4699,78.8,0
4700,86.7,1
4701,29.7,1
4702,21.2,1
4703,24.4,1
4704,22.9,0
4705,31.7,0
4706,21.8,0
4707,30.7,1
4708,20.8,0
4709,39.9,1
4710,17.7,1
4711,17.7,1
4712,22.6,1
4713,48.5,1
4714,31.7,0
4715,33.7,0
4716,14.8,0
4717,39.2,1
4718,31.7,0
4719,0.9,0
4720,5.8,1
4721,47.7,0
4722,10.2,1
4723,2.6,1
4724,1.5,0
4725,22.8,0
4726,35.1,0
4727,1.2,0
4728,32.4,1
4729,7.2,0
4730,14.5,1
4731,1.2,0
4732,13.2,1
4733,1.0,1
4734,28.7,1
4735,46.8,1
4736,56.7,1
4737,43.9,0
4738,47.7,0
4739,13.1,0
4740,25.7,1
4741,20.7,1
4742,19.7,1
4743,19.2,1
4744,1.9,0
4745,3.4,0
4746,29.7,1
4747,6.4,1
4748,7.6,1
4749,13.7,1
4750,22.7,0
4751,64.9,1
4752,21.6,1
4753,30.7,0
4754,14.8,1
4755,22.5,0
4756,18.8,0
4757,41.8,1
4758,15.9,1
4759,41.7,0
4760,14.8,1
4761,56.7,1
4762,26.7,1
4763,40.7,0
4764,47.8,0
4765,6.0,0
4766,15.2,1
4767,33.5,1
4768,21.9,0
4769,23.4,0
4770,24.8,0
4771,25.5,0
4772,24.5,0
4773,20.7,0
4774,31.7,1
4775,24.9,0
4776,39.7,0
4777,39.1,1
4778,40.7,1
4779,36.7,0
4780,33.2,1
4781,25.9,0
4782,33.7,1
4783,37.7,0
4784,31.0,1
4785,31.7,1
4786,31.5,1
4787,24.7,0
4788,44.7,0
4789,25.1,0
4790,48.7,1
4791,35.0,0
4792,22.8,0
4793,34.7,1
4794,19.4,1
4795,19.7,1
4796,7.9,0
4797,8.7,0
4798,25.7,0
4799,29.4,0
4800,27.5,1
4801,6.7,1
4802,42.0,1
4803,28.6,1
4804,29.7,1
4805,32.7,0
4806,11.9,0
4807,25.7,0
4808,0.9,0
4809,35.7,1
4810,23.2,1
4811,29.2,0
4812,47.6,1
4813,34.7,0
4814,10.2,0
4815,0.7,0
4816,18.7,0
4817,21.4,1
4818,22.2,1
4819,15.7,1
4820,47.7,1
4821,24.7,1
4822,56.8,1
4823,4.1,1
4824,22.6,1
4825,26.1,1
4826,21.7,1
4827,24.0,0
4828,15.7,1
4829,32.9,0
4830,18.1,1
4831,42.8,0
4832,22.8,1
4833,25.4,1
4834,22.7,1
4835,20.6,1
4836,30.7,0
4837,26.5,0
4838,14.8,0
4839,19.9,1
4840,30.7,0
4841,22.6,1
4842,19.6,0
4843,20.8,1
4844,31.7,1
4845,22.7,1
4846,21.9,1
4847,17.7,1
4848,16.7,1
4849,21.8,1
4850,66.0,0
4851,16.3,1
4852,46.0,0
4853,16.7,1
4854,28.7,0
4855,34.2,1
4856,28.9,1
4857,39.7,0
4858,14.7,0
4859,28.6,1
4860,38.6,1
4861,29.1,1
4862,29.1,1
4863,30.7,1
4864,42.7,1
4865,17.7,0
4866,1.1,0
4867,41.0,1
4868,15.7,0
4869,9.8,1
4870,24.7,1
4871,25.7,1
4872,46.7,1
4873,12.9,1
4874,16.8,1
4875,23.7,1
4876,19.7,1
4877,43.3,1
4878,63.4,1
4879,58.4,1
4880,52.9,1
4881,30.9,1
4882,1.1,1
4883,35.7,0
4884,19.3,0
4885,48.7,0
4886,4.9,0
4887,1.0,1
4888,18.1,1
4889,35.9,0
4890,20.9,1
4891,34.0,1
4892,11.1,0
4893,60.7,0
4894,15.7,1
4895,23.1,0
4896,23.2,0
4897,2.1,0
4898,35.6,0
4899,15.7,1
4900,0.7,1
4901,43.9,0
4902,17.8,1
4903,22.8,1
4904,10.1,0
4905,29.7,0
4906,23.6,0
4907,6.7,1
4908,5.1,1
4909,52.7,0
4910,44.5,1
4911,30.8,1
4912,20.9,1
4913,31.9,0
4914,17.8,0
4915,11.1,0
4916,1.1,0
4917,1.1,0
4918,18.7,0
4919,0.9,1
4920,8.7,0
4921,0.8,0
4922,34.8,1
4923,15.9,1
4924,21.9,0
4925,1.9,0
4926,47.8,1
4927,48.8,1
4928,5.8,0
4929,44.8,0
4930,14.9,1
4931,8.1,0
4932,11.1,0
4933,1.1,0
4934,27.6,1
4935,15.9,1
4936,21.8,1
4937,23.8,1
4938,35.7,0
4939,34.7,0
4940,35.1,1
4941,23.2,1
4942,16.3,1
4943,28.5,1
4944,13.9,1
4945,18.7,1
4946,41.5,0
4947,43.6,0
4948,35.8,1
4949,39.0,0
4950,39.9,1
4951,39.9,1
4952,43.4,1
4953,43.0,0
4954,5.9,1
4955,15.1,0
4956,6.1,0
4957,13.9,1
4958,31.7,1
4959,10.7,0
4960,59.7,0
4961,15.6,0
4962,43.7,0
4963,14.4,1
4964,15.6,0
4965,23.7,1
4966,23.7,1
4967,28.0,0
4968,40.7,1
4969,41.7,1
4970,0.7,1
4971,1.6,1
4972,33.7,1
4973,41.1,1
4974,13.1,1
4975,42.1,1
4976,61.7,1
4977,3.6,1
4978,9.8,0
4979,36.1,0
4980,25.2,0
4981,26.7,0
4982,7.1,0
4983,4.3,0
4984,20.4,1
4985,19.9,1
4986,19.7,1
4987,19.7,1
4988,28.2,0
4989,5.5,0
4990,51.0,1
4991,5.7,0
4992,19.0,1
4993,8.7,1
4994,10.7,1
4995,29.7,0
4996,33.8,0
4997,18.1,1
4998,13.5,1
4999,66.0,0
5000,38.1,1
5001,38.8,1
5002,24.7,0
5003,30.2,0
5004,30.8,0
5005,6.0,1
5006,6.2,1
5007,38.7,0
5008,46.7,1
5009,0.3,1
5010,29.3,1
5011,24.8,0
5012,5.3,1
5013,21.7,0
5014,67.0,1
5015,41.0,0
5016,22.7,0
5017,32.7,1
5018,34.9,1
5019,39.0,0
5020,21.2,0
5021,18.8,1
5022,39.9,0
5023,38.6,0
5024,31.6,0
5025,14.1,1
5026,26.0,0
5027,5.2,1
5028,48.0,0
5029,47.0,0
5030,18.6,1
5031,19.1,1
5032,17.7,1
5033,17.1,1
5034,17.7,1
5035,45.5,1
5036,49.0,0
5037,67.0,0
5038,47.0,0
5039,0.5,0
5040,4.8,0
5041,46.7,1
5042,43.7,0
5043,8.3,1
5044,23.7,1
5045,23.7,1
5046,1.6,1
5047,5.7,1
5048,8.5,1
5049,1.0,1
5050,60.7,1
5051,50.7,1
5052,22.1,0
5053,30.1,1
5054,25.7,0
5055,6.7,1
5056,44.7,0
5057,86.0,0
5058,37.7,0
5059,26.7,1
5060,52.8,0
5061,20.8,0
5062,43.9,0
5063,2.3,0
5064,16.9,1
5065,31.0,1
5066,20.1,1
5067,30.4,1
5068,1.2,1
5069,25.9,1
5070,13.7,1
5071,40.8,0
5072,2.4,1
5073,43.7,1
5074,1.3,1
5075,2.6,0
5076,4.7,0
5077,0.8,1
5078,23.3,0
5079,45.7,0
5080,46.2,0
5081,8.2,1
5082,17.0,1
5083,24.7,0
5084,17.5,1
5085,0.1,1
5086,3.1,0
5087,0.5,0
5088,23.9,0
5089,23.9,0
5090,1.8,0
5091,27.1,0
5092,30.7,1
5093,17.5,1
5094,38.7,0
5095,7.8,0
5096,1.5,0
5097,33.8,0
5098,34.5,0
5099,23.3,0
5100,9.0,1
5101,27.3,0
5102,18.7,1
5103,16.1,1
5104,30.7,0
5105,2.8,0
5106,9.8,1
5107,6.0,0
5108,34.0,0
5109,12.9,1
5110,34.7,0
5111,22.9,1
5112,10.1,1
5113,35.9,1
5114,23.8,1
5115,19.7,1
5116,46.7,0
5117,54.4,0
5118,54.7,0
5119,47.7,0
5120,35.7,0
5121,55.8,0
5122,23.3,0
5123,24.7,1
5124,26.8,0
5125,6.7,0
5126,49.7,0
5127,34.5,1
5128,46.8,0
5129,28.9,0
5130,0.6,1
5131,29.3,1
5132,40.2,1
5133,39.9,1
5134,44.5,1
5135,22.7,1
5136,34.7,0
5137,4.1,1
5138,11.7,0
5139,10.5,0
5140,6.8,1
5141,40.1,1
5142,28.7,1
5143,20.9,1
5144,19.2,1
5145,48.0,1
5146,19.9,1
5147,39.8,0
5148,27.6,0
5149,20.8,1
5150,21.2,1
5151,32.7,0
5152,3.7,1
5153,39.0,1
5154,39.0,1
5155,33.4,0
5156,19.3,1
5157,3.7,0
5158,57.6,1
5159,52.8,0
5160,1.0,0
5161,5.9,1
5162,26.2,0
5163,58.4,1
5164,15.6,1
5165,44.7,0
5166,15.5,1
5167,9.6,0
5168,13.6,1
5169,16.7,1
5170,23.7,0
5171,23.7,0
5172,34.0,0
5173,30.3,0
5174,34.8,1
5175,26.7,0
5176,3.8,1
5177,29.6,0
5178,8.8,1
5179,6.0,1
5180,34.2,1
5181,26.5,1
5182,26.7,1
5183,12.0,1
5184,29.7,0
5185,4.7,1
5186,6.9,1
5187,34.6,0
5188,24.0,0
5189,24.7,1
5190,19.7,1
5191,25.0,1
5192,22.7,1
5193,22.8,1
5194,13.7,0
5195,31.3,1
5196,33.3,1
5197,57.0,0
5198,31.5,1
5199,28.9,1
5200,2.7,0
5201,48.5,1
5202,30.7,1
5203,21.7,1
5204,40.5,0
5205,18.7,1
5206,50.2,1
5207,55.7,1
5208,54.9,1
5209,50.1,1
5210,51.1,1
5211,44.6,0
5212,43.8,0
5213,28.7,0
5214,44.7,1
5215,37.7,0
5216,6.8,1
5217,20.7,1
5218,20.0,1
5219,20.5,1
5220,45.7,0
5221,8.7,1
5222,16.9,1
5223,29.9,0
5224,16.5,1
5225,35.1,1
5226,26.4,0
5227,29.7,1
5228,36.0,0
5229,25.4,0
5230,25.4,0
5231,17.0,1
5232,33.0,0
5233,7.7,1
5234,29.7,1
5235,29.8,1
5236,6.5,1
5237,23.0,0
5238,27.7,1
5239,34.4,1
5240,23.7,0
5241,44.7,1
5242,35.7,0
5243,2.4,0
5244,23.3,1
5245,4.6,1
5246,2.5,0
5247,37.4,0
5248,5.7,1
5249,24.2,0
5250,24.2,0
5251,23.3,1
5252,24.2,1
5253,59.1,1
5254,18.8,1
5255,59.1,1
5256,59.7,1
5257,23.2,1
5258,23.7,1
5259,24.5,1
5260,17.7,1
5261,17.6,1
5262,5.0,1
5263,14.6,1
5264,17.4,1
5265,28.2,1
5266,24.2,1
5267,24.7,0
5268,24.3,1
5269,28.2,1
5270,23.5,0
5271,18.8,0
5272,30.7,0
5273,47.7,0
5274,40.7,0
5275,2.2,0
5276,47.8,0
5277,41.5,1
5278,26.8,0
5279,1.8,1
5280,25.2,0
5281,16.9,1
5282,37.7,1
5283,16.7,0
5284,50.7,0
5285,16.7,0
5286,16.8,0
5287,51.8,0
5288,0.5,0
5289,10.1,0
5290,30.7,0
5291,6.2,1
5292,6.2,1
5293,3.1,1
5294,42.5,1
5295,42.5,1
5296,12.4,0
5297,41.5,0
5298,4.7,0
5299,10.7,1
5300,11.7,1
5301,43.3,1
5302,43.3,1
5303,46.2,0
5304,14.1,0
5305,11.2,1
5306,28.9,1
5307,15.7,1
5308,19.7,1
5309,24.5,1
5310,27.2,1
5311,27.3,1
5312,20.7,1
5313,42.7,1
5314,24.7,1
5315,32.5,1
5316,32.2,1
5317,2.3,0
5318,25.5,0
5319,7.7,0
5320,21.7,0
5321,26.7,1
5322,2.0,0
5323,21.7,1
5324,19.8,0
5325,1.5,1
5326,14.8,1
5327,14.9,1
5328,7.0,0
5329,37.7,0
5330,1.6,1
5331,24.0,1
5332,20.0,0
5333,2.3,0
5334,0.9,1
5335,27.7,0
5336,16.4,1
5337,15.6,1
5338,17.4,1
5339,18.1,1
5340,24.6,0
5341,20.6,1
5342,30.7,0
5343,4.2,1
5344,4.8,1
5345,13.7,1
5346,39.2,1
5347,36.7,0
5348,7.3,1
5349,55.7,0
5350,28.0,0
5351,20.6,1
5352,19.3,1
5353,25.4,1
5354,58.4,1
5355,48.7,0
5356,45.7,0
5357,14.9,1
5358,45.8,1
5359,10.3,1
5360,6.2,1
5361,3.9,1
5362,34.2,1
5363,20.6,1
5364,22.5,0
5365,41.7,0
5366,21.6,1
5367,20.6,1
5368,22.8,1
5369,19.1,1
5370,20.7,1
5371,17.1,1
5372,19.7,1
5373,20.7,1
5374,46.2,1
5375,43.2,1
5376,4.1,1
5377,19.4,1
5378,16.0,1
5379,37.0,1
5380,37.8,1
5381,33.7,0
5382,29.5,0
5383,20.0,1
5384,33.7,0
5385,64.8,0
5386,19.0,1
5387,6.1,0
5388,11.1,1
5389,12.5,0
5390,28.4,1
5391,22.7,0
5392,0.2,0
5393,3.6,0
5394,5.9,0
5395,38.5,1
5396,70.0,1
5397,1.7,0
5398,49.7,1
5399,49.5,1
5400,38.2,0
5401,38.7,0
5402,38.4,0
5403,8.7,1
5404,9.6,1
5405,20.1,0
5406,6.3,0
5407,19.7,0
5408,13.9,0
5409,24.5,0
5410,1.1,1
5411,6.8,0
5412,44.7,1
5413,3.4,1
5414,0.8,1
5415,47.0,1
5416,9.3,1
5417,15.6,0
5418,1.6,1
5419,16.8,1
5420,16.7,1
5421,15.6,1
5422,0.7,1
5423,38.8,1
5424,1.7,1
5425,22.8,0
5426,5.2,1
5427,5.4,1
5428,6.4,0
5429,4.7,0
5430,31.1,0
5431,1.4,1
5432,3.5,0
5433,36.5,0
5434,41.0,1
5435,34.6,0
5436,33.7,0
5437,6.2,1
5438,21.8,1
5439,56.0,0
5440,16.7,1
5441,31.0,1
5442,56.5,0
5443,71.2,0
5444,24.6,0
5445,56.6,0
5446,16.6,1
5447,29.7,1
5448,55.1,0
5449,24.3,1
5450,27.7,1
5451,53.4,1
5452,49.5,0
5453,53.3,1
5454,59.6,1
5455,25.2,0
5456,1.9,1
5457,2.1,1
5458,46.6,0
5459,46.4,0
5460,5.5,1
5461,26.2,1
5462,30.7,1
5463,30.9,1
5464,3.2,1
5465,24.8,0
5466,1.1,0
5467,4.0,1
5468,6.8,1
5469,54.7,0
5470,49.5,0
5471,0.5,0
5472,23.6,0
5473,0.8,0
5474,12.0,1
5475,9.2,1
5476,48.2,0
5477,37.6,1
5478,35.5,0
5479,26.0,0
5480,68.0,0
5481,27.7,1
5482,27.7,0
5483,27.7,0
5484,11.7,1
5485,0.8,1
5486,3.1,0
5487,39.1,0
5488,4.8,1
5489,4.5,0
5490,5.0,1
5491,16.8,1
5492,36.7,1
5493,21.7,1
5494,2.9,0
5495,27.7,0
5496,2.7,0
5497,6.7,0
5498,8.8,1
5499,13.8,1
5500,28.9,0
5501,7.1,0
5502,30.7,1
5503,3.8,1
5504,2.7,0
5505,3.7,0
5506,11.2,1
5507,24.7,1
5508,53.0,0
5509,41.8,1
5510,24.8,1
5511,38.5,0
5512,2.7,0
5513,3.7,0
5514,5.9,0
5515,7.1,0
5516,30.1,0
5517,56.7,1
5518,12.7,1
5519,44.8,0
5520,53.2,1
5521,42.8,0
5522,12.8,1
5523,7.0,0
5524,28.8,1
5525,34.4,1
5526,24.8,1
5527,3.9,1
5528,20.7,0
5529,0.8,0
5530,0.1,0
5531,18.8,1
5532,26.7,1
5533,19.1,1
5534,30.7,1
5535,2.9,0
5536,25.8,0
5537,1.2,0
5538,16.7,1
5539,17.8,1
5540,2.4,0
5541,26.7,1
5542,4.7,0
5543,1.3,1
5544,28.1,0
5545,32.6,0
5546,30.7,1
5547,27.7,1
5548,65.2,1
5549,26.7,1
5550,26.7,1
5551,15.2,1
5552,24.3,0
5553,40.7,1
5554,5.1,1
5555,17.7,0
5556,5.8,1
5557,9.1,0
5558,27.1,1
5559,27.1,1
5560,19.2,1
5561,16.4,1
5562,24.7,1
5563,34.7,0
5564,0.6,1
5565,38.4,1
5566,28.3,0
5567,27.3,0
5568,27.8,0
5569,24.4,1
5570,27.7,0
5571,18.7,1
5572,2.8,1
5573,20.7,1
5574,25.7,1
5575,34.6,1
5576,30.7,1
5577,2.7,1
5578,32.9,1
5579,19.0,1
5580,19.0,1
5581,18.0,0
5582,29.7,1
5583,34.6,1
5584,22.1,0
5585,35.5,1
5586,4.8,1
5587,3.8,0
5588,29.2,0
5589,5.7,1
5590,34.8,0
5591,22.1,1
5592,36.5,0
5593,36.5,0
5594,27.9,0
5595,52.7,0
5596,3.0,0
5597,3.1,0
5598,1.9,0
5599,26.1,0
5600,3.0,1
5601,0.4,0
5602,8.5,1
5603,59.7,0
5604,33.8,1
5605,1.7,0
5606,32.1,0
5607,32.7,1
5608,49.7,0
5609,4.7,1
5610,28.7,0
5611,4.2,1
5612,47.7,1
5613,23.9,1
5614,38.5,0
5615,24.7,1
5616,56.6,0
5617,50.0,1
5618,30.7,1
5619,54.8,0
5620,2.2,0
5621,16.5,1
5622,29.0,0
5623,35.8,1
5624,36.7,1
5625,29.9,1
5626,15.8,1
5627,8.9,1
5628,38.6,1
5629,49.7,1
5630,30.7,0
5631,41.2,0
5632,43.6,1
5633,4.7,0
5634,26.5,0
5635,12.4,1
5636,14.4,0
5637,36.5,1
5638,2.4,0
5639,27.2,1
5640,60.8,1
5641,27.7,0
5642,18.8,1
5643,45.0,0
5644,24.3,1
5645,17.8,1
5646,18.9,1
5647,40.8,1
5648,27.5,1
5649,35.7,0
5650,0.5,1
5651,64.9,1
5652,44.3,0
5653,29.1,1
5654,27.7,1
5655,28.8,0
5656,0.7,0
5657,4.7,0
5658,41.1,0
5659,44.4,1
5660,56.7,1
5661,76.0,0
5662,66.0,1
5663,23.7,1
5664,20.6,1
5665,23.7,0
5666,18.4,0
5667,38.9,0
5668,20.6,1
5669,38.1,1
5670,7.0,0
5671,42.0,0
5672,29.8,0
5673,4.4,0
5674,49.9,1
5675,2.9,1
5676,29.6,1
5677,3.7,0
5678,50.7,1
5679,32.8,0
5680,39.7,0
5681,32.5,0
5682,10.3,0
5683,55.8,1
5684,2.0,0
5685,3.0,0
5686,4.1,1
5687,38.2,0
5688,39.5,0
5689,58.1,1
5690,67.0,0
5691,54.7,0
5692,17.4,1
5693,17.7,1
5694,15.5,1
5695,35.4,0
5696,50.3,1
5697,18.6,0
5698,23.9,1
5699,47.7,0
5700,10.2,1
5701,47.4,0
5702,50.7,1
5703,42.6,0
5704,3.7,1
5705,12.4,1
5706,7.4,1
5707,15.6,0
5708,21.5,0
5709,56.6,1
5710,18.1,0
5711,25.7,1
5712,40.1,0
5713,45.5,0
5714,18.8,1
5715,43.8,1
5716,39.8,1
5717,5.7,0
5718,8.7,0
5719,6.7,0
5720,38.8,0
5721,62.7,1
5722,45.8,0
5723,30.7,1
5724,15.8,1
5725,45.7,0
5726,38.7,0
5727,38.1,0
5728,33.7,0
5729,10.8,0
5730,29.3,1
5731,17.3,1
5732,21.4,1
5733,22.7,0
5734,3.7,0
5735,2.2,0
5736,33.2,1
5737,20.7,0
5738,22.8,1
5739,24.7,1
5740,24.4,0
5741,30.7,0
5742,37.8,0
5743,6.9,1
5744,2.9,0
5745,16.0,1
5746,61.1,0
5747,25.8,0
5748,34.8,0
5749,21.7,1
5750,19.2,0
5751,7.2,1
5752,55.7,0
5753,42.8,0
5754,5.7,0
5755,21.2,1
5756,2.5,0
5757,20.3,0
5758,0.8,1
5759,3.0,1
5760,27.2,0
5761,38.7,0
5762,38.5,0
5763,49.7,0
5764,25.6,0
5765,18.8,1
5766,60.7,1
5767,38.1,1
5768,34.9,1
5769,19.8,1
5770,10.0,1
5771,50.8,0
5772,28.7,0
5773,22.8,0
5774,27.5,1
5775,34.4,0
5776,34.7,1
5777,53.7,1
5778,41.8,1
5779,24.9,1
5780,6.0,1
5781,50.8,0
5782,27.7,0
5783,21.7,1
5784,21.1,1
5785,45.6,0
5786,45.4,0
5787,28.8,1
5788,8.6,1
5789,25.1,0
5790,4.3,1
5791,16.8,1
5792,55.7,1
5793,14.7,1
5794,34.7,1
5795,16.4,1
5796,48.1,1
5797,1.8,0
5798,27.0,0
5799,50.8,0
5800,50.7,0
5801,33.7,0
5802,7.3,0
5803,19.2,1
5804,7.5,1
5805,30.5,0
5806,13.5,0
5807,4.2,1
5808,16.6,1
5809,19.5,0
5810,18.1,1
5811,19.7,1
5812,39.8,0
5813,42.7,0
5814,42.8,0
5815,42.1,0
5816,24.7,1
