"","V1","V2"
"4362",22.2,1
"4363",17.6,0
"4364",31.7,1
"4365",45.7,1
"4366",29.6,0
"4367",10,0
"4368",35.4,0
"4369",5.4,1
"4370",8.3,1
"4371",6,1
"4372",26.7,1
"4373",26,1
"4374",20.7,0
"4375",17.7,1
"4376",23.8,0
"4377",30.6,1
"4378",27.7,0
"4379",2.7,1
"4380",8.6,0
"4381",23.6,1
"4382",53.6,1
"4383",48.1,0
"4384",23.6,1
"4385",22.8,0
"4386",46.2,0
"4387",41.2,0
"4388",54.3,1
"4389",34.3,1
"4390",76.1,0
"4391",69.1,1
"4392",28.6,1
"4393",20.7,1
"4394",27.6,0
"4395",3.6,1
"4396",8.1,1
"4397",0.3,1
"4398",23.8,0
"4399",0.3,0
"4400",2.9,1
"4401",6.1,0
"4402",0.5,1
"4403",22.6,1
"4404",47.8,1
"4405",25.3,1
"4406",24.4,1
"4407",19.6,0
"4408",14.4,1
"4409",23.9,1
"4410",24.7,1
"4411",14.7,1
"4412",15.7,1
"4413",25.8,1
"4414",20.7,0
"4415",38.7,1
"4416",27.6,1
"4417",33.3,0
"4418",68.1,0
"4419",34.8,0
"4420",48,1
"4421",76.1,1
"4422",34.3,0
"4423",33.3,0
"4424",67,0
"4425",24.9,0
"4426",6.9,1
"4427",26.7,0
"4428",6,0
"4429",17.6,0
"4430",18.8,1
"4431",21.7,1
"4432",19.8,1
"4433",24.6,0
"4434",4.1,0
"4435",25.7,1
"4436",20.6,1
"4437",55.7,0
"4438",23.3,0
"4439",30.7,0
"4440",25.6,0
"4441",4.3,0
"4442",0.1,0
"4443",1.1,1
"4444",22.5,0
"4445",8.4,0
"4446",4.8,0
"4447",6.6,0
"4448",8.4,0
"4449",1.7,1
"4450",25.1,0
"4451",30.4,0
"4452",6.2,0
"4453",35.9,0
"4454",38.7,1
"4455",30.4,0
"4456",15,1
"4457",14.8,1
"4458",17.6,1
"4459",16.7,1
"4460",35.9,1
"4461",18.5,1
"4462",16.4,1
"4463",26.6,0
"4464",32.5,0
"4465",3.6,0
"4466",46.7,1
"4467",43.7,0
"4468",43.7,0
"4469",44.8,0
"4470",2.2,0
"4471",15.7,1
"4472",23.5,0
"4473",38.6,1
"4474",38.7,1
"4475",38.6,0
"4476",37.9,0
"4477",30.7,0
"4478",8.3,1
"4479",26.7,1
"4480",62.7,0
"4481",27.8,1
"4482",19.2,1
"4483",4.2,1
"4484",17.2,1
"4485",3.2,1
"4486",68,0
"4487",65.8,0
"4488",37.5,1
"4489",24.7,0
"4490",64.7,0
"4491",60.8,0
"4492",22.3,0
"4493",3.2,1
"4494",22.7,1
"4495",42.7,1
"4496",27.7,1
"4497",19.7,1
"4498",18.7,1
"4499",19.7,0
"4500",26.8,0
"4501",39.1,0
"4502",38.6,1
"4503",26.3,1
"4504",18.9,1
"4505",18.9,1
"4506",19.7,1
"4507",49.7,0
"4508",55.8,1
"4509",11.7,1
"4510",31.1,0
"4511",13.7,1
"4512",58.4,1
"4513",50.5,1
"4514",18.1,0
"4515",18.2,0
"4516",8.8,1
"4517",21.7,1
"4518",21.2,0
"4519",38.7,1
"4520",25.5,0
"4521",20.6,1
"4522",11.5,1
"4523",8.5,1
"4524",22.8,0
"4525",26.7,1
"4526",26.7,1
"4527",24.7,1
"4528",16.7,1
"4529",19.7,1
"4530",28.2,1
"4531",23.7,0
"4532",18,0
"4533",28.7,0
"4534",4.3,1
"4535",4.8,1
"4536",5.4,0
"4537",66,0
"4538",69,0
"4539",48.7,1
"4540",19.6,1
"4541",14.7,1
"4542",7.7,0
"4543",11.7,1
"4544",39.7,0
"4545",40.7,0
"4546",4.3,1
"4547",22.7,1
"4548",17.9,1
"4549",32.1,1
"4550",21.3,1
"4551",31.9,0
"4552",29.7,0
"4553",37.7,0
"4554",37.7,0
"4555",24.2,0
"4556",29.7,1
"4557",20.7,1
"4558",17.7,1
"4559",34.7,0
"4560",21.1,1
"4561",27.4,0
"4562",34.9,1
"4563",53.4,0
"4564",19.1,1
"4565",22.2,1
"4566",20.2,1
"4567",29.9,1
"4568",30.5,0
"4569",18.6,0
"4570",32.7,1
"4571",35.2,1
"4572",30.4,1
"4573",21.3,1
"4574",32.6,0
"4575",33.7,0
"4576",22.7,1
"4577",45.7,0
"4578",24.7,0
"4579",34.6,0
"4580",34,0
"4581",25,1
"4582",44.7,1
"4583",1.1,0
"4584",13.7,1
"4585",19.7,1
"4586",20.6,1
"4587",28.8,1
"4588",27.7,0
"4589",32.1,0
"4590",59.7,1
"4591",59.7,1
"4592",21.3,0
"4593",28.9,0
"4594",63,1
"4595",54.1,1
"4596",29.1,0
"4597",19.6,1
"4598",17.6,1
"4599",45.7,0
"4600",26.7,1
"4601",43.8,0
"4602",60,1
"4603",39,0
"4604",36.7,0
"4605",7.5,0
"4606",2.1,0
"4607",19.4,1
"4608",19.6,0
"4609",19.4,0
"4610",20.9,0
"4611",14.8,1
"4612",42.7,0
"4613",13.1,0
"4614",1.4,1
"4615",35.2,1
"4616",30.4,1
"4617",1.8,1
"4618",19.7,0
"4619",18.7,0
"4620",10.8,1
"4621",16.5,1
"4622",53.2,0
"4623",53.2,0
"4624",2.8,0
"4625",3.8,1
"4626",4.5,1
"4627",3.7,0
"4628",8,1
"4629",18.8,0
"4630",19.1,1
"4631",20.1,1
"4632",48.3,1
"4633",50.7,1
"4634",0.9,1
"4635",40.4,0
"4636",0.2,1
"4637",0.4,0
"4638",45.5,0
"4639",16.3,1
"4640",21.7,0
"4641",40.7,0
"4642",77,0
"4643",60.7,0
"4644",59.7,0
"4645",5.7,0
"4646",66,0
"4647",62.8,0
"4648",45.7,0
"4649",40.5,1
"4650",76.5,1
"4651",68,1
"4652",66.9,1
"4653",20,0
"4654",32.2,1
"4655",5.9,1
"4656",8.8,0
"4657",23.2,0
"4658",23.7,0
"4659",2.4,0
"4660",32.3,0
"4661",40.8,0
"4662",52.6,1
"4663",41.7,0
"4664",50.7,1
"4665",41.7,0
"4666",7.4,1
"4667",30.7,0
"4668",18.1,1
"4669",18.8,1
"4670",36.5,1
"4671",27.7,1
"4672",3,0
"4673",22.9,1
"4674",22.8,1
"4675",0.7,1
"4676",39.8,1
"4677",44.9,1
"4678",2.1,1
"4679",3,0
"4680",4.5,0
"4681",33.8,0
"4682",2.1,1
"4683",2.1,1
"4684",0.1,1
"4685",2.3,1
"4686",6.1,1
"4687",30.6,0
"4688",29.7,0
"4689",18.3,1
"4690",18.6,1
"4691",24.4,1
"4692",25.8,1
"4693",25.3,1
"4694",44.6,0
"4695",50.9,0
"4696",30.8,0
"4697",33.3,1
"4698",24.9,1
"4699",2.3,1
"4700",78.8,0
"4701",86.7,1
"4702",29.7,1
"4703",21.2,1
"4704",24.4,1
"4705",22.9,0
"4706",31.7,0
"4707",21.8,0
"4708",30.7,1
"4709",20.8,0
"4710",39.9,1
"4711",17.7,1
"4712",17.7,1
"4713",22.6,1
"4714",48.5,1
"4715",31.7,0
"4716",33.7,0
"4717",14.8,0
"4718",39.2,1
"4719",31.7,0
"4720",0.9,0
"4721",5.8,1
"4722",47.7,0
"4723",10.2,1
"4724",2.6,1
"4725",1.5,0
"4726",22.8,0
"4727",35.1,0
"4728",1.2,0
"4729",32.4,1
"4730",7.2,0
"4731",14.5,1
"4732",1.2,0
"4733",13.2,1
"4734",1,1
"4735",28.7,1
"4736",46.8,1
"4737",56.7,1
"4738",43.9,0
"4739",47.7,0
"4740",13.1,0
"4741",25.7,1
"4742",20.7,1
"4743",19.7,1
"4744",19.2,1
"4745",1.9,0
"4746",3.4,0
"4747",29.7,1
"4748",6.4,1
"4749",7.6,1
"4750",13.7,1
"4751",22.7,0
"4752",64.9,1
"4753",21.6,1
"4754",30.7,0
"4755",14.8,1
"4756",22.5,0
"4757",18.8,0
"4758",41.8,1
"4759",15.9,1
"4760",41.7,0
"4761",14.8,1
"4762",56.7,1
"4763",26.7,1
"4764",40.7,0
"4765",47.8,0
"4766",6,0
"4767",15.2,1
"4768",33.5,1
"4769",21.9,0
"4770",23.4,0
"4771",24.8,0
"4772",25.5,0
"4773",24.5,0
"4774",20.7,0
"4775",31.7,1
"4776",24.9,0
"4777",39.7,0
"4778",39.1,1
"4779",40.7,1
"4780",36.7,0
"4781",33.2,1
"4782",25.9,0
"4783",33.7,1
"4784",37.7,0
"4785",31,1
"4786",31.7,1
"4787",31.5,1
"4788",24.7,0
"4789",44.7,0
"4790",25.1,0
"4791",48.7,1
"4792",35,0
"4793",22.8,0
"4794",34.7,1
"4795",19.4,1
"4796",19.7,1
"4797",7.9,0
"4798",8.7,0
"4799",25.7,0
"4800",29.4,0
"4801",27.5,1
"4802",6.7,1
"4803",42,1
"4804",28.6,1
"4805",29.7,1
"4806",32.7,0
"4807",11.9,0
"4808",25.7,0
"4809",0.9,0
"4810",35.7,1
"4811",23.2,1
"4812",29.2,0
"4813",47.6,1
"4814",34.7,0
"4815",10.2,0
"4816",0.7,0
"4817",18.7,0
"4818",21.4,1
"4819",22.2,1
"4820",15.7,1
"4821",47.7,1
"4822",24.7,1
"4823",56.8,1
"4824",4.1,1
"4825",22.6,1
"4826",26.1,1
"4827",21.7,1
"4828",24,0
"4829",15.7,1
"4830",32.9,0
"4831",18.1,1
"4832",42.8,0
"4833",22.8,1
"4834",25.4,1
"4835",22.7,1
"4836",20.6,1
"4837",30.7,0
"4838",26.5,0
"4839",14.8,0
"4840",19.9,1
"4841",30.7,0
"4842",22.6,1
"4843",19.6,0
"4844",20.8,1
"4845",31.7,1
"4846",22.7,1
"4847",21.9,1
"4848",17.7,1
"4849",16.7,1
"4850",21.8,1
"4851",66,0
"4852",16.3,1
"4853",46,0
"4854",16.7,1
"4855",28.7,0
"4856",34.2,1
"4857",28.9,1
"4858",39.7,0
"4859",14.7,0
"4860",28.6,1
"4861",38.6,1
"4862",29.1,1
"4863",29.1,1
"4864",30.7,1
"4865",42.7,1
"4866",17.7,0
"4867",1.1,0
"4868",41,1
"4869",15.7,0
"4870",9.8,1
"4871",24.7,1
"4872",25.7,1
"4873",46.7,1
"4874",12.9,1
"4875",16.8,1
"4876",23.7,1
"4877",19.7,1
"4878",43.3,1
"4879",63.4,1
"4880",58.4,1
"4881",52.9,1
"4882",30.9,1
"4883",1.1,1
"4884",35.7,0
"4885",19.3,0
"4886",48.7,0
"4887",4.9,0
"4888",1,1
"4889",18.1,1
"4890",35.9,0
"4891",20.9,1
"4892",34,1
"4893",11.1,0
"4894",60.7,0
"4895",15.7,1
"4896",23.1,0
"4897",23.2,0
"4898",2.1,0
"4899",35.6,0
"4900",15.7,1
"4901",0.7,1
"4902",43.9,0
"4903",17.8,1
"4904",22.8,1
"4905",10.1,0
"4906",29.7,0
"4907",23.6,0
"4908",6.7,1
"4909",5.1,1
"4910",52.7,0
"4911",44.5,1
"4912",30.8,1
"4913",20.9,1
"4914",31.9,0
"4915",17.8,0
"4916",11.1,0
"4917",1.1,0
"4918",1.1,0
"4919",18.7,0
"4920",0.9,1
"4921",8.7,0
"4922",0.8,0
"4923",34.8,1
"4924",15.9,1
"4925",21.9,0
"4926",1.9,0
"4927",47.8,1
"4928",48.8,1
"4929",5.8,0
"4930",44.8,0
"4931",14.9,1
"4932",8.1,0
"4933",11.1,0
"4934",1.1,0
"4935",27.6,1
"4936",15.9,1
"4937",21.8,1
"4938",23.8,1
"4939",35.7,0
"4940",34.7,0
"4941",35.1,1
"4942",23.2,1
"4943",16.3,1
"4944",28.5,1
"4945",13.9,1
"4946",18.7,1
"4947",41.5,0
"4948",43.6,0
"4949",35.8,1
"4950",39,0
"4951",39.9,1
"4952",39.9,1
"4953",43.4,1
"4954",43,0
"4955",5.9,1
"4956",15.1,0
"4957",6.1,0
"4958",13.9,1
"4959",31.7,1
"4960",10.7,0
"4961",59.7,0
"4962",15.6,0
"4963",43.7,0
"4964",14.4,1
"4965",15.6,0
"4966",23.7,1
"4967",23.7,1
"4968",28,0
"4969",40.7,1
"4970",41.7,1
"4971",0.7,1
"4972",1.6,1
"4973",33.7,1
"4974",41.1,1
"4975",13.1,1
"4976",42.1,1
"4977",61.7,1
"4978",3.6,1
"4979",9.8,0
"4980",36.1,0
"4981",25.2,0
"4982",26.7,0
"4983",7.1,0
"4984",4.3,0
"4985",20.4,1
"4986",19.9,1
"4987",19.7,1
"4988",19.7,1
"4989",28.2,0
"4990",5.5,0
"4991",51,1
"4992",5.7,0
"4993",19,1
"4994",8.7,1
"4995",10.7,1
"4996",29.7,0
"4997",33.8,0
"4998",18.1,1
"4999",13.5,1
"5000",66,0
"5001",38.1,1
"5002",38.8,1
"5003",24.7,0
"5004",30.2,0
"5005",30.8,0
"5006",6,1
"5007",6.2,1
"5008",38.7,0
"5009",46.7,1
"5010",0.3,1
"5011",29.3,1
"5012",24.8,0
"5013",5.3,1
"5014",21.7,0
"5015",67,1
"5016",41,0
"5017",22.7,0
"5018",32.7,1
"5019",34.9,1
"5020",39,0
"5021",21.2,0
"5022",18.8,1
"5023",39.9,0
"5024",38.6,0
"5025",31.6,0
"5026",14.1,1
"5027",26,0
"5028",5.2,1
"5029",48,0
"5030",47,0
"5031",18.6,1
"5032",19.1,1
"5033",17.7,1
"5034",17.1,1
"5035",17.7,1
"5036",45.5,1
"5037",49,0
"5038",67,0
"5039",47,0
"5040",0.5,0
"5041",4.8,0
"5042",46.7,1
"5043",43.7,0
"5044",8.3,1
"5045",23.7,1
"5046",23.7,1
"5047",1.6,1
"5048",5.7,1
"5049",8.5,1
"5050",1,1
"5051",60.7,1
"5052",50.7,1
"5053",22.1,0
"5054",30.1,1
"5055",25.7,0
"5056",6.7,1
"5057",44.7,0
"5058",86,0
"5059",37.7,0
"5060",26.7,1
"5061",52.8,0
"5062",20.8,0
"5063",43.9,0
"5064",2.3,0
"5065",16.9,1
"5066",31,1
"5067",20.1,1
"5068",30.4,1
"5069",1.2,1
"5070",25.9,1
"5071",13.7,1
"5072",40.8,0
"5073",2.4,1
"5074",43.7,1
"5075",1.3,1
"5076",2.6,0
"5077",4.7,0
"5078",0.8,1
"5079",23.3,0
"5080",45.7,0
"5081",46.2,0
"5082",8.2,1
"5083",17,1
"5084",24.7,0
"5085",17.5,1
"5086",0.1,1
"5087",3.1,0
"5088",0.5,0
"5089",23.9,0
"5090",23.9,0
"5091",1.8,0
"5092",27.1,0
"5093",30.7,1
"5094",17.5,1
"5095",38.7,0
"5096",7.8,0
"5097",1.5,0
"5098",33.8,0
"5099",34.5,0
"5100",23.3,0
"5101",9,1
"5102",27.3,0
"5103",18.7,1
"5104",16.1,1
"5105",30.7,0
"5106",2.8,0
"5107",9.8,1
"5108",6,0
"5109",34,0
"5110",12.9,1
"5111",34.7,0
"5112",22.9,1
"5113",10.1,1
"5114",35.9,1
"5115",23.8,1
"5116",19.7,1
"5117",46.7,0
"5118",54.4,0
"5119",54.7,0
"5120",47.7,0
"5121",35.7,0
"5122",55.8,0
"5123",23.3,0
"5124",24.7,1
"5125",26.8,0
"5126",6.7,0
"5127",49.7,0
"5128",34.5,1
"5129",46.8,0
"5130",28.9,0
"5131",0.6,1
"5132",29.3,1
"5133",40.2,1
"5134",39.9,1
"5135",44.5,1
"5136",22.7,1
"5137",34.7,0
"5138",4.1,1
"5139",11.7,0
"5140",10.5,0
"5141",6.8,1
"5142",40.1,1
"5143",28.7,1
"5144",20.9,1
"5145",19.2,1
"5146",48,1
"5147",19.9,1
"5148",39.8,0
"5149",27.6,0
"5150",20.8,1
"5151",21.2,1
"5152",32.7,0
"5153",3.7,1
"5154",39,1
"5155",39,1
"5156",33.4,0
"5157",19.3,1
"5158",3.7,0
"5159",57.6,1
"5160",52.8,0
"5161",1,0
"5162",5.9,1
"5163",26.2,0
"5164",58.4,1
"5165",15.6,1
"5166",44.7,0
"5167",15.5,1
"5168",9.6,0
"5169",13.6,1
"5170",16.7,1
"5171",23.7,0
"5172",23.7,0
"5173",34,0
"5174",30.3,0
"5175",34.8,1
"5176",26.7,0
"5177",3.8,1
"5178",29.6,0
"5179",8.8,1
"5180",6,1
"5181",34.2,1
"5182",26.5,1
"5183",26.7,1
"5184",12,1
"5185",29.7,0
"5186",4.7,1
"5187",6.9,1
"5188",34.6,0
"5189",24,0
"5190",24.7,1
"5191",19.7,1
"5192",25,1
"5193",22.7,1
"5194",22.8,1
"5195",13.7,0
"5196",31.3,1
"5197",33.3,1
"5198",57,0
"5199",31.5,1
"5200",28.9,1
"5201",2.7,0
"5202",48.5,1
"5203",30.7,1
"5204",21.7,1
"5205",40.5,0
"5206",18.7,1
"5207",50.2,1
"5208",55.7,1
"5209",54.9,1
"5210",50.1,1
"5211",51.1,1
"5212",44.6,0
"5213",43.8,0
"5214",28.7,0
"5215",44.7,1
"5216",37.7,0
"5217",6.8,1
"5218",20.7,1
"5219",20,1
"5220",20.5,1
"5221",45.7,0
"5222",8.7,1
"5223",16.9,1
"5224",29.9,0
"5225",16.5,1
"5226",35.1,1
"5227",26.4,0
"5228",29.7,1
"5229",36,0
"5230",25.4,0
"5231",25.4,0
"5232",17,1
"5233",33,0
"5234",7.7,1
"5235",29.7,1
"5236",29.8,1
"5237",6.5,1
"5238",23,0
"5239",27.7,1
"5240",34.4,1
"5241",23.7,0
"5242",44.7,1
"5243",35.7,0
"5244",2.4,0
"5245",23.3,1
"5246",4.6,1
"5247",2.5,0
"5248",37.4,0
"5249",5.7,1
"5250",24.2,0
"5251",24.2,0
"5252",23.3,1
"5253",24.2,1
"5254",59.1,1
"5255",18.8,1
"5256",59.1,1
"5257",59.7,1
"5258",23.2,1
"5259",23.7,1
"5260",24.5,1
"5261",17.7,1
"5262",17.6,1
"5263",5,1
"5264",14.6,1
"5265",17.4,1
"5266",28.2,1
"5267",24.2,1
"5268",24.7,0
"5269",24.3,1
"5270",28.2,1
"5271",23.5,0
"5272",18.8,0
"5273",30.7,0
"5274",47.7,0
"5275",40.7,0
"5276",2.2,0
"5277",47.8,0
"5278",41.5,1
"5279",26.8,0
"5280",1.8,1
"5281",25.2,0
"5282",16.9,1
"5283",37.7,1
"5284",16.7,0
"5285",50.7,0
"5286",16.7,0
"5287",16.8,0
"5288",51.8,0
"5289",0.5,0
"5290",10.1,0
"5291",30.7,0
"5292",6.2,1
"5293",6.2,1
"5294",3.1,1
"5295",42.5,1
"5296",42.5,1
"5297",12.4,0
"5298",41.5,0
"5299",4.7,0
"5300",10.7,1
"5301",11.7,1
"5302",43.3,1
"5303",43.3,1
"5304",46.2,0
"5305",14.1,0
"5306",11.2,1
"5307",28.9,1
"5308",15.7,1
"5309",19.7,1
"5310",24.5,1
"5311",27.2,1
"5312",27.3,1
"5313",20.7,1
"5314",42.7,1
"5315",24.7,1
"5316",32.5,1
"5317",32.2,1
"5318",2.3,0
"5319",25.5,0
"5320",7.7,0
"5321",21.7,0
"5322",26.7,1
"5323",2,0
"5324",21.7,1
"5325",19.8,0
"5326",1.5,1
"5327",14.8,1
"5328",14.9,1
"5329",7,0
"5330",37.7,0
"5331",1.6,1
"5332",24,1
"5333",20,0
"5334",2.3,0
"5335",0.9,1
"5336",27.7,0
"5337",16.4,1
"5338",15.6,1
"5339",17.4,1
"5340",18.1,1
"5341",24.6,0
"5342",20.6,1
"5343",30.7,0
"5344",4.2,1
"5345",4.8,1
"5346",13.7,1
"5347",39.2,1
"5348",36.7,0
"5349",7.3,1
"5350",55.7,0
"5351",28,0
"5352",20.6,1
"5353",19.3,1
"5354",25.4,1
"5355",58.4,1
"5356",48.7,0
"5357",45.7,0
"5358",14.9,1
"5359",45.8,1
"5360",10.3,1
"5361",6.2,1
"5362",3.9,1
"5363",34.2,1
"5364",20.6,1
"5365",22.5,0
"5366",41.7,0
"5367",21.6,1
"5368",20.6,1
"5369",22.8,1
"5370",19.1,1
"5371",20.7,1
"5372",17.1,1
"5373",19.7,1
"5374",20.7,1
"5375",46.2,1
"5376",43.2,1
"5377",4.1,1
"5378",19.4,1
"5379",16,1
"5380",37,1
"5381",37.8,1
"5382",33.7,0
"5383",29.5,0
"5384",20,1
"5385",33.7,0
"5386",64.8,0
"5387",19,1
"5388",6.1,0
"5389",11.1,1
"5390",12.5,0
"5391",28.4,1
"5392",22.7,0
"5393",0.2,0
"5394",3.6,0
"5395",5.9,0
"5396",38.5,1
"5397",70,1
"5398",1.7,0
"5399",49.7,1
"5400",49.5,1
"5401",38.2,0
"5402",38.7,0
"5403",38.4,0
"5404",8.7,1
"5405",9.6,1
"5406",20.1,0
"5407",6.3,0
"5408",19.7,0
"5409",13.9,0
"5410",24.5,0
"5411",1.1,1
"5412",6.8,0
"5413",44.7,1
"5414",3.4,1
"5415",0.8,1
"5416",47,1
"5417",9.3,1
"5418",15.6,0
"5419",1.6,1
"5420",16.8,1
"5421",16.7,1
"5422",15.6,1
"5423",0.7,1
"5424",38.8,1
"5425",1.7,1
"5426",22.8,0
"5427",5.2,1
"5428",5.4,1
"5429",6.4,0
"5430",4.7,0
"5431",31.1,0
"5432",1.4,1
"5433",3.5,0
"5434",36.5,0
"5435",41,1
"5436",34.6,0
"5437",33.7,0
"5438",6.2,1
"5439",21.8,1
"5440",56,0
"5441",16.7,1
"5442",31,1
"5443",56.5,0
"5444",71.2,0
"5445",24.6,0
"5446",56.6,0
"5447",16.6,1
"5448",29.7,1
"5449",55.1,0
"5450",24.3,1
"5451",27.7,1
"5452",53.4,1
"5453",49.5,0
"5454",53.3,1
"5455",59.6,1
"5456",25.2,0
"5457",1.9,1
"5458",2.1,1
"5459",46.6,0
"5460",46.4,0
"5461",5.5,1
"5462",26.2,1
"5463",30.7,1
"5464",30.9,1
"5465",3.2,1
"5466",24.8,0
"5467",1.1,0
"5468",4,1
"5469",6.8,1
"5470",54.7,0
"5471",49.5,0
"5472",0.5,0
"5473",23.6,0
"5474",0.8,0
"5475",12,1
"5476",9.2,1
"5477",48.2,0
"5478",37.6,1
"5479",35.5,0
"5480",26,0
"5481",68,0
"5482",27.7,1
"5483",27.7,0
"5484",27.7,0
"5485",11.7,1
"5486",0.8,1
"5487",3.1,0
"5488",39.1,0
"5489",4.8,1
"5490",4.5,0
"5491",5,1
"5492",16.8,1
"5493",36.7,1
"5494",21.7,1
"5495",2.9,0
"5496",27.7,0
"5497",2.7,0
"5498",6.7,0
"5499",8.8,1
"5500",13.8,1
"5501",28.9,0
"5502",7.1,0
"5503",30.7,1
"5504",3.8,1
"5505",2.7,0
"5506",3.7,0
"5507",11.2,1
"5508",24.7,1
"5509",53,0
"5510",41.8,1
"5511",24.8,1
"5512",38.5,0
"5513",2.7,0
"5514",3.7,0
"5515",5.9,0
"5516",7.1,0
"5517",30.1,0
"5518",56.7,1
"5519",12.7,1
"5520",44.8,0
"5521",53.2,1
"5522",42.8,0
"5523",12.8,1
"5524",7,0
"5525",28.8,1
"5526",34.4,1
"5527",24.8,1
"5528",3.9,1
"5529",20.7,0
"5530",0.8,0
"5531",0.1,0
"5532",18.8,1
"5533",26.7,1
"5534",19.1,1
"5535",30.7,1
"5536",2.9,0
"5537",25.8,0
"5538",1.2,0
"5539",16.7,1
"5540",17.8,1
"5541",2.4,0
"5542",26.7,1
"5543",4.7,0
"5544",1.3,1
"5545",28.1,0
"5546",32.6,0
"5547",30.7,1
"5548",27.7,1
"5549",65.2,1
"5550",26.7,1
"5551",26.7,1
"5552",15.2,1
"5553",24.3,0
"5554",40.7,1
"5555",5.1,1
"5556",17.7,0
"5557",5.8,1
"5558",9.1,0
"5559",27.1,1
"5560",27.1,1
"5561",19.2,1
"5562",16.4,1
"5563",24.7,1
"5564",34.7,0
"5565",0.6,1
"5566",38.4,1
"5567",28.3,0
"5568",27.3,0
"5569",27.8,0
"5570",24.4,1
"5571",27.7,0
"5572",18.7,1
"5573",2.8,1
"5574",20.7,1
"5575",25.7,1
"5576",34.6,1
"5577",30.7,1
"5578",2.7,1
"5579",32.9,1
"5580",19,1
"5581",19,1
"5582",18,0
"5583",29.7,1
"5584",34.6,1
"5585",22.1,0
"5586",35.5,1
"5587",4.8,1
"5588",3.8,0
"5589",29.2,0
"5590",5.7,1
"5591",34.8,0
"5592",22.1,1
"5593",36.5,0
"5594",36.5,0
"5595",27.9,0
"5596",52.7,0
"5597",3,0
"5598",3.1,0
"5599",1.9,0
"5600",26.1,0
"5601",3,1
"5602",0.4,0
"5603",8.5,1
"5604",59.7,0
"5605",33.8,1
"5606",1.7,0
"5607",32.1,0
"5608",32.7,1
"5609",49.7,0
"5610",4.7,1
"5611",28.7,0
"5612",4.2,1
"5613",47.7,1
"5614",23.9,1
"5615",38.5,0
"5616",24.7,1
"5617",56.6,0
"5618",50,1
"5619",30.7,1
"5620",54.8,0
"5621",2.2,0
"5622",16.5,1
"5623",29,0
"5624",35.8,1
"5625",36.7,1
"5626",29.9,1
"5627",15.8,1
"5628",8.9,1
"5629",38.6,1
"5630",49.7,1
"5631",30.7,0
"5632",41.2,0
"5633",43.6,1
"5634",4.7,0
"5635",26.5,0
"5636",12.4,1
"5637",14.4,0
"5638",36.5,1
"5639",2.4,0
"5640",27.2,1
"5641",60.8,1
"5642",27.7,0
"5643",18.8,1
"5644",45,0
"5645",24.3,1
"5646",17.8,1
"5647",18.9,1
"5648",40.8,1
"5649",27.5,1
"5650",35.7,0
"5651",0.5,1
"5652",64.9,1
"5653",44.3,0
"5654",29.1,1
"5655",27.7,1
"5656",28.8,0
"5657",0.7,0
"5658",4.7,0
"5659",41.1,0
"5660",44.4,1
"5661",56.7,1
"5662",76,0
"5663",66,1
"5664",23.7,1
"5665",20.6,1
"5666",23.7,0
"5667",18.4,0
"5668",38.9,0
"5669",20.6,1
"5670",38.1,1
"5671",7,0
"5672",42,0
"5673",29.8,0
"5674",4.4,0
"5675",49.9,1
"5676",2.9,1
"5677",29.6,1
"5678",3.7,0
"5679",50.7,1
"5680",32.8,0
"5681",39.7,0
"5682",32.5,0
"5683",10.3,0
"5684",55.8,1
"5685",2,0
"5686",3,0
"5687",4.1,1
"5688",38.2,0
"5689",39.5,0
"5690",58.1,1
"5691",67,0
"5692",54.7,0
"5693",17.4,1
"5694",17.7,1
"5695",15.5,1
"5696",35.4,0
"5697",50.3,1
"5698",18.6,0
"5699",23.9,1
"5700",47.7,0
"5701",10.2,1
"5702",47.4,0
"5703",50.7,1
"5704",42.6,0
"5705",3.7,1
"5706",12.4,1
"5707",7.4,1
"5708",15.6,0
"5709",21.5,0
"5710",56.6,1
"5711",18.1,0
"5712",25.7,1
"5713",40.1,0
"5714",45.5,0
"5715",18.8,1
"5716",43.8,1
"5717",39.8,1
"5718",5.7,0
"5719",8.7,0
"5720",6.7,0
"5721",38.8,0
"5722",62.7,1
"5723",45.8,0
"5724",30.7,1
"5725",15.8,1
"5726",45.7,0
"5727",38.7,0
"5728",38.1,0
"5729",33.7,0
"5730",10.8,0
"5731",29.3,1
"5732",17.3,1
"5733",21.4,1
"5734",22.7,0
"5735",3.7,0
"5736",2.2,0
"5737",33.2,1
"5738",20.7,0
"5739",22.8,1
"5740",24.7,1
"5741",24.4,0
"5742",30.7,0
"5743",37.8,0
"5744",6.9,1
"5745",2.9,0
"5746",16,1
"5747",61.1,0
"5748",25.8,0
"5749",34.8,0
"5750",21.7,1
"5751",19.2,0
"5752",7.2,1
"5753",55.7,0
"5754",42.8,0
"5755",5.7,0
"5756",21.2,1
"5757",2.5,0
"5758",20.3,0
"5759",0.8,1
"5760",3,1
"5761",27.2,0
"5762",38.7,0
"5763",38.5,0
"5764",49.7,0
"5765",25.6,0
"5766",18.8,1
"5767",60.7,1
"5768",38.1,1
"5769",34.9,1
"5770",19.8,1
"5771",10,1
"5772",50.8,0
"5773",28.7,0
"5774",22.8,0
"5775",27.5,1
"5776",34.4,0
"5777",34.7,1
"5778",53.7,1
"5779",41.8,1
"5780",24.9,1
"5781",6,1
"5782",50.8,0
