"","V1","V2"
"1524",27.4,0
"1525",32.6,0
"1526",2.6,1
"1527",5.2,1
"1528",2.1,1
"1529",26.6,0
"1530",5.1,0
"1531",28.6,1
"1532",24.7,0
"1533",27.4,1
"1534",24.9,1
"1535",32.6,0
"1536",16.7,1
"1537",18.4,1
"1538",59.8,1
"1539",71.2,1
"1540",69.2,0
"1541",72.2,1
"1542",70.2,1
"1543",28.8,1
"1544",26,0
"1545",62.6,0
"1546",61.6,0
"1547",62.8,0
"1548",18.6,1
"1549",29.4,0
"1550",24.6,1
"1551",19.6,0
"1552",5.6,1
"1553",18.5,1
"1554",17.3,1
"1555",2.5,0
"1556",28.3,0
"1557",28.6,0
"1558",2.6,0
"1559",38.7,0
"1560",33.5,1
"1561",22.5,1
"1562",27.6,0
"1563",33.3,0
"1564",45.4,0
"1565",18.6,0
"1566",17.6,0
"1567",18.6,1
"1568",15.7,1
"1569",65.2,1
"1570",60.6,0
"1571",1.6,1
"1572",3.6,1
"1573",25.7,0
"1574",30.7,1
"1575",0.6,0
"1576",27.6,0
"1577",32.4,1
"1578",26.7,1
"1579",42.6,0
"1580",23.1,0
"1581",17.1,0
"1582",17.1,1
"1583",17.5,1
"1584",17.5,1
"1585",15.8,1
"1586",51.6,0
"1587",23.7,1
"1588",40.6,0
"1589",3.5,0
"1590",51.6,1
"1591",7.5,1
"1592",28.7,0
"1593",0.7,0
"1594",12.9,1
"1595",38.6,1
"1596",16.6,1
"1597",38.7,0
"1598",16.7,1
"1599",29.6,1
"1600",46.7,0
"1601",11.1,0
"1602",48.6,0
"1603",15.6,1
"1604",49.8,0
"1605",26.2,1
"1606",23.6,0
"1607",32.4,0
"1608",18.9,1
"1609",15.2,1
"1610",17.6,1
"1611",33.6,0
"1612",2.7,1
"1613",2.8,1
"1614",23.6,1
"1615",57.6,0
"1616",18.7,0
"1617",23.6,0
"1618",19.6,1
"1619",33.9,0
"1620",30.6,0
"1621",23.7,0
"1622",45.8,1
"1623",45.6,1
"1624",2.2,0
"1625",27.6,0
"1626",40.7,0
"1627",51.7,0
"1628",26.7,0
"1629",42.6,1
"1630",2.3,1
"1631",2.7,0
"1632",26.7,0
"1633",61.7,0
"1634",24.2,0
"1635",24.8,0
"1636",18.4,1
"1637",31.2,1
"1638",31.2,1
"1639",80.2,1
"1640",66.2,0
"1641",45.6,0
"1642",6.5,0
"1643",48.6,0
"1644",38.7,0
"1645",35.4,0
"1646",51.8,0
"1647",19.7,1
"1648",18.5,0
"1649",17.6,1
"1650",55.7,0
"1651",2.6,0
"1652",9.2,1
"1653",42.6,0
"1654",25.3,0
"1655",34.9,1
"1656",62.6,0
"1657",18.6,0
"1658",3.9,1
"1659",11.3,1
"1660",25.5,0
"1661",55.9,0
"1662",15.7,0
"1663",12.6,0
"1664",29.9,1
"1665",51.1,1
"1666",46.4,0
"1667",9.5,1
"1668",36.6,0
"1669",10.6,1
"1670",0.7,0
"1671",36.6,1
"1672",0.6,1
"1673",4.2,0
"1674",4,1
"1675",12.9,1
"1676",41.6,1
"1677",19,1
"1678",2.5,1
"1679",16.8,1
"1680",31.5,1
"1681",5.1,1
"1682",37.4,0
"1683",27.9,0
"1684",2.5,0
"1685",7.5,0
"1686",7.5,0
"1687",32.6,0
"1688",37.6,0
"1689",2.2,1
"1690",28.6,0
"1691",6.7,0
"1692",27.6,1
"1693",30.6,0
"1694",30.6,0
"1695",50.7,1
"1696",45.6,0
"1697",2.8,0
"1698",48.8,0
"1699",16.8,1
"1700",4.3,0
"1701",31.6,0
"1702",39.6,1
"1703",32.7,0
"1704",37.2,0
"1705",43,1
"1706",43.9,1
"1707",21.8,1
"1708",22.7,1
"1709",42.6,1
"1710",41.4,1
"1711",37.7,0
"1712",0.2,0
"1713",30.6,0
"1714",18.6,1
"1715",15.7,1
"1716",18.5,1
"1717",18.3,1
"1718",31.6,0
"1719",31.5,1
"1720",5,1
"1721",2.6,0
"1722",12.7,0
"1723",27.3,0
"1724",51.6,0
"1725",0.7,0
"1726",31.6,0
"1727",46.6,1
"1728",12.5,1
"1729",39.3,0
"1730",14.6,0
"1731",15.5,1
"1732",50.6,1
"1733",45.6,0
"1734",30.1,0
"1735",24.6,1
"1736",23.9,1
"1737",24,1
"1738",9.2,1
"1739",29.8,0
"1740",36.3,0
"1741",6.8,1
"1742",28.1,0
"1743",10.6,1
"1744",44.6,0
"1745",0.1,1
"1746",23.4,0
"1747",3.7,0
"1748",3.8,0
"1749",49.7,1
"1750",24.2,0
"1751",43.7,0
"1752",17.8,0
"1753",18.8,1
"1754",29.2,1
"1755",51.7,0
"1756",17.7,1
"1757",29.6,1
"1758",21.8,1
"1759",0.2,0
"1760",47.3,0
"1761",4.7,1
"1762",19.9,0
"1763",5.1,1
"1764",43.6,0
"1765",3.8,1
"1766",13.6,1
"1767",25.7,0
"1768",0.3,0
"1769",31.1,1
"1770",30.7,0
"1771",21.6,0
"1772",31.6,0
"1773",41.6,0
"1774",19.5,1
"1775",33.8,1
"1776",23.8,1
"1777",2.4,0
"1778",31.7,0
"1779",7.4,0
"1780",26.1,1
"1781",33.6,0
"1782",8.7,0
"1783",80,1
"1784",28.2,1
"1785",16.8,1
"1786",16.7,1
"1787",26.2,0
"1788",24.5,1
"1789",33.3,1
"1790",24.5,0
"1791",20.1,0
"1792",31.6,1
"1793",17.6,0
"1794",1.7,1
"1795",23,0
"1796",23,0
"1797",1.6,0
"1798",4.7,1
"1799",20.7,1
"1800",25.7,1
"1801",8.3,0
"1802",37.8,1
"1803",39.6,1
"1804",37.8,1
"1805",32.6,0
"1806",32.7,0
"1807",29.8,1
"1808",2,0
"1809",31.7,0
"1810",31.5,1
"1811",36.7,1
"1812",17.8,1
"1813",26.1,1
"1814",35.7,0
"1815",30.4,1
"1816",34.3,1
"1817",41.2,1
"1818",36,1
"1819",42.2,1
"1820",43.1,0
"1821",32.5,0
"1822",37.6,0
"1823",30.4,1
"1824",0.3,1
"1825",25.5,0
"1826",4.2,0
"1827",1.6,1
"1828",19.5,0
"1829",4.2,0
"1830",3.5,0
"1831",29.6,0
"1832",33.6,1
"1833",28.6,0
"1834",16.7,1
"1835",24.9,1
"1836",47.7,1
"1837",2.6,1
"1838",7,1
"1839",5.2,1
"1840",26.7,0
"1841",32.7,0
"1842",4.7,1
"1843",49.6,1
"1844",16.2,1
"1845",16.7,1
"1846",29.6,0
"1847",32.6,1
"1848",29.3,1
"1849",29.3,1
"1850",33.3,1
"1851",30.4,1
"1852",25.8,1
"1853",51.4,1
"1854",51.6,1
"1855",24.5,0
"1856",19.7,1
"1857",19.5,1
"1858",2,1
"1859",31.7,1
"1860",33.7,1
"1861",64.4,0
"1862",22.1,0
"1863",32.1,1
"1864",42.3,0
"1865",26.9,0
"1866",27.9,0
"1867",22.4,0
"1868",17.5,0
"1869",28.4,0
"1870",28.1,1
"1871",62.8,0
"1872",24.2,1
"1873",34.9,0
"1874",35,0
"1875",33,0
"1876",26.3,1
"1877",16.6,1
"1878",17.6,1
"1879",14.8,1
"1880",19,0
"1881",15.7,1
"1882",25.4,1
"1883",30.7,1
"1884",30.6,1
"1885",58.7,1
"1886",55.9,1
"1887",61.7,0
"1888",35.7,1
"1889",18.6,0
"1890",19.7,0
"1891",0.7,0
"1892",24.8,0
"1893",30,0
"1894",25,1
"1895",33.3,1
"1896",25.7,0
"1897",52,0
"1898",30.8,0
"1899",29.2,0
"1900",50.6,0
"1901",27.7,0
"1902",19.5,1
"1903",19.1,1
"1904",37.1,1
"1905",7.1,1
"1906",11.1,0
"1907",32.2,0
"1908",11.6,1
"1909",33.7,0
"1910",66.2,0
"1911",35.2,0
"1912",40.7,1
"1913",37.1,1
"1914",18.2,1
"1915",28,1
"1916",53.5,1
"1917",19.6,1
"1918",44.9,0
"1919",1.7,0
"1920",36.7,1
"1921",3.5,1
"1922",6.2,0
"1923",18.3,0
"1924",21.6,0
"1925",16.9,0
"1926",48,0
"1927",15,1
"1928",17.6,1
"1929",19.6,1
"1930",60.7,0
"1931",37.8,1
"1932",10.8,0
"1933",32.6,1
"1934",1.6,1
"1935",2.6,1
"1936",2.5,1
"1937",33.3,1
"1938",33.7,1
"1939",0.2,1
"1940",30.2,0
"1941",30.2,1
"1942",40.1,1
"1943",0.1,1
"1944",25.3,1
"1945",25.2,1
"1946",35,1
"1947",25.7,1
"1948",24.7,0
"1949",30,0
"1950",4.7,0
"1951",6.5,0
"1952",19.9,0
"1953",14.7,1
"1954",18.5,1
"1955",74.2,1
"1956",3.2,1
"1957",20.5,0
"1958",28.6,0
"1959",10.6,0
"1960",24.2,1
"1961",3.9,1
"1962",25.3,1
"1963",25.6,1
"1964",24.7,1
"1965",25.7,1
"1966",19.4,1
"1967",18.3,1
"1968",36.3,0
"1969",33.8,1
"1970",22.9,1
"1971",36.1,0
"1972",36.6,0
"1973",49.7,1
"1974",15.6,1
"1975",52.1,0
"1976",1.2,0
"1977",29.3,1
"1978",37.7,0
"1979",10.7,1
"1980",1.5,1
"1981",17.6,1
"1982",39.9,1
"1983",2.1,1
"1984",27,0
"1985",41.3,1
"1986",52.7,1
"1987",16.3,1
"1988",29.3,1
"1989",18.3,0
"1990",18.3,0
"1991",29.1,1
"1992",49.1,1
"1993",34.1,0
"1994",31.1,1
"1995",26.1,1
"1996",26.7,0
"1997",26.6,1
"1998",38.8,1
"1999",19.8,1
"2000",19.7,1
"2001",53.1,1
"2002",23.2,1
"2003",4.3,1
"2004",24.1,0
"2005",30.1,1
"2006",20.9,0
"2007",26.7,0
"2008",26.6,0
"2009",0.5,1
"2010",16.5,1
"2011",15.7,1
"2012",19.2,1
"2013",20.6,1
"2014",66.2,0
"2015",25.4,1
"2016",28.3,1
"2017",6.6,0
"2018",27.4,0
"2019",5.8,1
"2020",6.5,1
"2021",32.6,0
"2022",32.3,0
"2023",32.4,1
"2024",24.8,0
"2025",24.6,1
"2026",22.5,1
"2027",25,1
"2028",1.5,1
"2029",41.3,1
"2030",25.8,0
"2031",33.1,1
"2032",24.6,0
"2033",22.6,0
"2034",37.5,1
"2035",42.8,1
"2036",31.8,0
"2037",32.8,0
"2038",19.7,0
"2039",41.7,0
"2040",4.7,1
"2041",31,1
"2042",28.1,0
"2043",50.2,0
"2044",50.7,0
"2045",18.6,0
"2046",41,0
"2047",40.6,0
"2048",21.6,0
"2049",30.8,0
"2050",30.1,0
"2051",14.9,1
"2052",21.2,1
"2053",19,1
"2054",32.2,0
"2055",7.7,0
"2056",0.6,1
"2057",20.7,0
"2058",16.5,1
"2059",15.9,1
"2060",16.6,1
"2061",6.7,1
"2062",28,1
"2063",20.3,0
"2064",22.7,0
"2065",2.6,1
"2066",11.1,0
"2067",20.2,1
"2068",40.6,0
"2069",40.7,0
"2070",0.7,0
"2071",12.7,0
"2072",5.8,1
"2073",36.6,0
"2074",35.1,1
"2075",36.4,0
"2076",21.3,0
"2077",32.5,1
"2078",43.4,1
"2079",43.3,1
"2080",39.4,1
"2081",29.3,0
"2082",24.6,0
"2083",34.7,1
"2084",22.6,1
"2085",26,0
"2086",32.1,0
"2087",35,0
"2088",35.7,0
"2089",13.6,1
"2090",17.8,1
"2091",29.6,1
"2092",17.5,1
"2093",17.8,1
"2094",1.6,0
"2095",26.7,0
"2096",27.5,1
"2097",33.7,1
"2098",0.9,1
"2099",23.8,0
"2100",22.7,0
"2101",5.7,1
"2102",38.7,1
"2103",35.6,0
"2104",14.7,0
"2105",20.7,1
"2106",28.9,1
"2107",20.8,1
"2108",21.5,0
"2109",17.3,1
"2110",17.6,1
"2111",15.5,1
"2112",14.2,1
"2113",14.7,1
"2114",15.3,1
"2115",15.7,1
"2116",65.2,0
"2117",55.8,0
"2118",32.6,1
"2119",21.7,1
"2120",36.9,1
"2121",47.7,1
"2122",32.9,1
"2123",26.8,1
"2124",19,1
"2125",19.4,1
"2126",25.2,1
"2127",25.4,0
"2128",21.6,1
"2129",1.2,0
"2130",29.9,0
"2131",54.7,0
"2132",46.3,0
"2133",29.8,0
"2134",29.1,0
"2135",35.9,0
"2136",25.5,0
"2137",34.6,0
"2138",23.9,1
"2139",29.9,0
"2140",45.3,0
"2141",26.3,0
"2142",27.4,1
"2143",26.1,1
"2144",34.9,1
"2145",21.4,1
"2146",30.6,1
"2147",26.7,0
"2148",41.7,0
"2149",31.1,1
"2150",26.3,0
"2151",26.4,0
"2152",4.1,1
"2153",39.9,1
"2154",36.5,0
"2155",20.5,1
"2156",43.2,1
"2157",60.6,0
"2158",34.8,0
"2159",1.6,1
"2160",20.8,0
"2161",40.1,0
"2162",22.5,0
"2163",45.6,1
"2164",38.6,0
"2165",33.7,1
"2166",36.3,0
"2167",37.3,0
"2168",32.4,0
"2169",33.8,0
"2170",8.7,0
"2171",6.7,1
"2172",3.7,1
"2173",2.8,0
"2174",21.6,1
"2175",65.2,1
"2176",68.2,1
"2177",4.6,1
"2178",2.2,1
"2179",4.8,0
"2180",26.2,1
"2181",29.4,1
"2182",39.3,1
"2183",30.2,1
"2184",41.8,1
"2185",34.7,0
"2186",34.8,0
"2187",30,0
"2188",18.4,1
"2189",15.8,0
"2190",26.5,0
"2191",21.6,0
"2192",25.4,1
"2193",25.8,1
"2194",21.3,0
"2195",36.9,1
"2196",38.1,0
"2197",18.3,0
"2198",19,1
"2199",45.3,1
"2200",20,1
"2201",37.3,0
"2202",22.7,0
"2203",22,0
"2204",48.3,1
"2205",21,0
"2206",44.3,0
"2207",0.2,1
"2208",21.7,1
"2209",32.8,1
"2210",25.2,0
"2211",2.3,0
"2212",24.7,0
"2213",6.3,1
"2214",21.6,0
"2215",24.3,0
"2216",28.6,1
"2217",2.7,1
"2218",0.7,1
"2219",6.8,0
"2220",35.8,0
"2221",2.9,0
"2222",32.7,0
"2223",56.7,0
"2224",56.6,0
"2225",50.6,1
"2226",26.3,1
"2227",45.6,0
"2228",0.6,1
"2229",19.7,0
"2230",4.3,0
"2231",0.5,0
"2232",45,0
"2233",18.6,0
"2234",18.7,1
"2235",20.6,1
"2236",37.5,1
"2237",16.8,1
"2238",17.8,1
"2239",27.5,1
"2240",32.2,0
"2241",29.8,0
"2242",19,1
"2243",40.7,0
"2244",21.7,1
"2245",33.9,1
"2246",29.9,0
"2247",37.4,1
"2248",22.1,0
"2249",22.3,0
"2250",60.8,0
"2251",36.9,1
"2252",42.1,1
"2253",21.5,0
"2254",21.3,1
"2255",1.6,0
"2256",27.9,0
"2257",40.8,0
"2258",9.2,1
"2259",37.5,1
"2260",22.7,1
"2261",23.2,1
"2262",28.3,0
"2263",6,1
"2264",12.4,0
"2265",57.5,0
"2266",23.6,1
"2267",15.4,1
"2268",23.6,1
"2269",16.6,1
"2270",37.2,0
"2271",1.6,1
"2272",12.6,1
"2273",37.3,0
"2274",13.6,1
"2275",13.5,1
"2276",26.6,1
"2277",16.5,1
"2278",16.6,1
"2279",17.9,1
"2280",16.7,1
"2281",17.7,1
"2282",17.6,1
"2283",31.6,1
"2284",16.4,1
"2285",16.1,1
"2286",26.6,0
"2287",37.2,0
"2288",3.8,1
"2289",0.9,0
"2290",4.1,1
"2291",28.3,0
"2292",47,0
"2293",52.4,1
"2294",52.5,1
"2295",56.6,1
"2296",56.8,1
"2297",50.6,1
"2298",28.8,1
"2299",17.6,1
"2300",16.6,1
"2301",37.7,0
"2302",37.6,0
"2303",56.6,1
"2304",32.5,0
"2305",2.5,1
"2306",7.2,0
"2307",3.8,1
"2308",46.7,1
"2309",26.9,1
"2310",3.5,1
"2311",38.6,0
"2312",28.7,1
"2313",13.4,0
"2314",16.4,0
"2315",11.2,0
"2316",39.6,1
"2317",17.2,0
"2318",57.2,0
"2319",2.7,1
"2320",30.2,0
"2321",67.2,1
"2322",18.2,0
"2323",18.1,0
"2324",0.3,0
"2325",27.5,0
"2326",0.1,0
"2327",23.2,1
"2328",27.6,1
"2329",19.1,1
"2330",34.7,0
"2331",26.6,0
"2332",30.4,1
"2333",37.6,0
"2334",46,1
"2335",51.9,1
"2336",27.8,0
"2337",47.3,1
"2338",19.9,1
"2339",20.5,0
"2340",39,0
"2341",25.8,0
"2342",36.6,1
"2343",36.7,1
"2344",39.5,1
"2345",24,1
"2346",27.6,1
"2347",40.5,1
"2348",18,1
"2349",20.4,0
"2350",36.8,0
"2351",35.2,0
"2352",7,1
"2353",21.6,1
"2354",33.7,1
"2355",18.6,1
"2356",62.8,0
"2357",39,0
"2358",30.8,0
"2359",30.9,0
"2360",21,0
"2361",30.6,1
"2362",27.2,0
"2363",25.1,0
"2364",34.2,1
"2365",28.8,1
"2366",1.9,0
"2367",25,1
"2368",28.3,0
"2369",21.1,0
"2370",21.2,1
"2371",28,0
"2372",34.3,0
"2373",29.6,0
"2374",30.4,0
"2375",19.8,0
"2376",18.1,1
"2377",23,0
"2378",38.1,0
"2379",38.1,0
"2380",29.3,0
"2381",22.7,0
"2382",20.6,1
"2383",16.7,1
"2384",62.2,1
"2385",26.2,1
"2386",28.4,1
"2387",24.4,1
"2388",24.5,1
"2389",35.1,1
"2390",18.6,1
"2391",53.4,0
"2392",21.1,0
"2393",21.2,0
"2394",16.6,1
"2395",40.8,1
"2396",37.9,0
"2397",1.9,1
"2398",25.6,0
"2399",5.6,0
"2400",25.6,0
"2401",6,0
"2402",31.9,0
"2403",39.5,0
"2404",37.6,1
"2405",43.6,1
"2406",6.2,0
"2407",10.5,0
"2408",27.5,0
"2409",40.6,0
"2410",22.7,0
"2411",17,0
"2412",14.2,0
"2413",21.7,0
"2414",30.7,0
"2415",13.4,0
"2416",2.8,0
"2417",8.2,1
"2418",55.6,0
"2419",19.6,0
"2420",26.6,1
"2421",18.7,0
"2422",48.7,1
"2423",38.4,1
"2424",30.8,0
"2425",1.9,0
"2426",35.1,0
"2427",15,0
"2428",15,1
"2429",19.5,0
"2430",11.5,0
"2431",38.9,0
"2432",17.8,1
"2433",27.8,1
"2434",43.3,1
"2435",19.7,1
"2436",37.1,1
"2437",4.7,1
"2438",27.2,0
"2439",27.4,0
"2440",2.5,1
"2441",4,1
"2442",3.9,0
"2443",16.6,1
"2444",3.9,1
"2445",6.9,0
"2446",1.7,0
"2447",30.3,0
"2448",9,1
"2449",31.3,0
"2450",9.1,1
"2451",16.5,1
"2452",34.9,0
"2453",14.9,1
"2454",38.7,0
"2455",11.2,1
"2456",14.4,1
"2457",24.7,1
"2458",14.7,1
"2459",0.3,0
"2460",34.4,0
"2461",4,1
"2462",31.2,0
"2463",2.1,0
"2464",38.8,0
"2465",45.2,1
"2466",38.4,1
"2467",27.9,1
"2468",26.5,1
"2469",50.3,0
"2470",50.4,0
"2471",38.4,1
"2472",11.9,1
"2473",31.2,0
"2474",0.8,0
"2475",0.3,0
"2476",0.3,0
"2477",60.4,0
"2478",39.4,0
"2479",31.4,0
"2480",15,1
"2481",7.8,1
"2482",39.4,1
"2483",23.6,1
"2484",53.7,1
"2485",12.5,1
"2486",3.7,0
"2487",17.1,0
"2488",42.6,0
"2489",10.7,0
"2490",21.7,0
"2491",0.9,1
"2492",18.8,0
"2493",3.9,1
"2494",16.6,1
"2495",34.2,0
"2496",6.5,0
"2497",1.3,1
"2498",4.1,0
"2499",34.3,0
"2500",30.6,0
"2501",30.7,0
"2502",48,1
"2503",48.1,1
"2504",25.3,0
"2505",34.7,1
"2506",35,1
"2507",38.7,0
"2508",31,1
"2509",21.2,1
"2510",37.1,1
"2511",29.5,0
"2512",29.1,0
"2513",37.4,1
"2514",43.4,0
"2515",48.4,0
"2516",43.8,0
"2517",12.2,1
"2518",44.2,0
"2519",25.5,0
"2520",0.1,1
"2521",2,1
"2522",27.3,0
"2523",30,0
"2524",28.4,1
"2525",28.6,0
"2526",2.1,1
"2527",25.8,0
"2528",28.4,1
"2529",2.5,1
"2530",7.2,1
"2531",10.1,1
"2532",24.4,1
"2533",29.2,1
"2534",2.2,1
"2535",16.5,1
"2536",43.7,1
"2537",44.5,1
"2538",28.6,1
"2539",47.7,0
"2540",48.8,0
"2541",14.8,0
"2542",10.5,1
"2543",47.6,0
"2544",50.6,1
"2545",55.9,1
"2546",49.1,0
"2547",1.7,1
"2548",35.6,1
"2549",55.9,1
"2550",20.7,1
"2551",48.6,0
"2552",48.6,0
"2553",16.4,1
"2554",16.7,1
"2555",33.7,0
"2556",25.2,0
"2557",6.5,0
"2558",24.6,0
"2559",16.6,1
"2560",55.6,1
"2561",31,0
"2562",21,0
"2563",0.7,1
"2564",26.6,0
"2565",1.6,0
"2566",16.6,1
"2567",39.9,1
"2568",36.6,0
"2569",28.6,0
"2570",28.7,0
"2571",18.1,1
"2572",17.3,1
"2573",48.4,1
"2574",48.6,1
"2575",60.7,1
"2576",40.1,0
"2577",28.6,1
"2578",22.8,1
"2579",19.7,1
"2580",61.1,0
"2581",28.7,1
"2582",35.3,1
"2583",26.3,0
"2584",24.8,0
"2585",26.9,0
"2586",24,0
"2587",5.1,1
"2588",4.9,0
"2589",19.1,1
"2590",16.7,1
"2591",28.7,0
"2592",21.7,1
"2593",15.9,1
"2594",28,1
"2595",31,0
"2596",3.6,1
"2597",30.6,0
"2598",5.2,0
"2599",9.7,1
"2600",41,1
"2601",45.4,1
"2602",23.5,0
"2603",4.7,0
"2604",26.8,0
"2605",25,1
"2606",32.2,0
"2607",18.2,1
"2608",17.7,1
"2609",40.9,1
"2610",19.6,0
"2611",4.7,1
"2612",10.6,0
"2613",24.6,0
"2614",24.7,1
"2615",15.6,1
"2616",41,0
"2617",46,0
"2618",41,0
"2619",22.4,1
"2620",29,1
"2621",30.6,1
"2622",2.4,1
"2623",32.5,1
"2624",44.6,0
"2625",12,1
"2626",15.7,1
"2627",32,1
"2628",25.2,0
"2629",3.7,1
"2630",23.6,0
"2631",23.4,0
"2632",26.7,1
"2633",35.8,1
"2634",39.4,0
"2635",38.9,0
"2636",72.2,1
"2637",26.6,0
"2638",27.6,0
"2639",31.4,1
"2640",29.1,0
"2641",28.6,0
"2642",46.6,1
"2643",46.7,1
"2644",22.7,1
"2645",34.6,1
"2646",35.6,1
"2647",30.7,0
"2648",29.5,0
"2649",29.7,0
"2650",28.7,1
"2651",18.6,1
"2652",18.1,1
"2653",13.5,1
"2654",6,1
"2655",40.7,1
"2656",28.8,1
"2657",5,0
"2658",29.1,1
"2659",27.1,1
"2660",0.3,1
"2661",3,1
"2662",9,1
"2663",4,0
"2664",3.4,1
"2665",29.6,0
"2666",45.6,0
"2667",45.6,0
"2668",51.7,1
"2669",27.5,0
"2670",7.5,1
"2671",23.4,0
"2672",0.7,1
"2673",60.8,1
"2674",51.1,0
"2675",50.7,0
"2676",19.8,0
"2677",20,1
"2678",23.6,1
"2679",2.3,0
"2680",2.6,0
"2681",5,0
"2682",34.6,1
"2683",29.5,1
"2684",53.9,1
"2685",55.6,1
"2686",64.6,1
"2687",53.4,0
"2688",62.5,0
"2689",21.6,1
"2690",37.1,1
"2691",37.3,1
"2692",37.7,1
"2693",38.5,0
"2694",28.9,1
"2695",23.5,0
"2696",31,1
"2697",21.2,1
"2698",0.2,1
"2699",18,1
"2700",18,1
"2701",23.2,1
"2702",23.6,0
"2703",22.7,1
"2704",22.3,0
"2705",2.3,1
"2706",2.4,1
"2707",20.6,0
"2708",49.5,1
"2709",24.5,1
"2710",24.4,1
"2711",20.8,1
"2712",18,1
"2713",28.8,1
"2714",29.6,1
"2715",28.8,1
"2716",17.9,1
"2717",26,0
"2718",27.3,0
"2719",22.7,0
"2720",17.9,1
"2721",19.9,0
"2722",29.9,0
"2723",38.2,1
"2724",30.2,1
"2725",35.3,1
"2726",20.9,0
"2727",24.8,1
"2728",35.3,1
"2729",58.9,1
"2730",6.7,1
"2731",32.7,1
"2732",30.6,0
"2733",31.7,0
"2734",5.9,1
"2735",8.9,1
"2736",47.7,0
"2737",11.8,1
"2738",16.3,1
"2739",27.3,1
"2740",1.1,1
"2741",17.1,1
"2742",25.8,0
"2743",21.9,1
"2744",4.2,1
"2745",21.6,0
"2746",37.7,1
"2747",56.6,1
"2748",55.9,1
"2749",26.7,1
"2750",55.6,1
"2751",20.8,0
"2752",27.6,1
"2753",27.8,1
"2754",41.1,1
"2755",51,0
"2756",50.8,0
"2757",37.3,0
"2758",16.7,1
"2759",75.9,1
"2760",18.4,1
"2761",60.6,0
"2762",28.1,1
"2763",25.1,1
"2764",20.8,0
"2765",35.6,0
"2766",22.4,0
"2767",22.6,0
"2768",1.7,1
"2769",18.7,0
"2770",1.3,1
"2771",37.6,1
"2772",1.6,1
"2773",27.6,1
"2774",28.6,1
"2775",10.8,0
"2776",25.3,1
"2777",20.3,1
"2778",26.6,1
"2779",0.6,1
"2780",26.8,0
"2781",23.4,0
"2782",27.7,1
"2783",43.6,1
"2784",27.2,1
"2785",28.2,1
"2786",28.3,1
"2787",32.2,1
"2788",17.1,1
"2789",37.3,1
"2790",23.1,1
"2791",26.8,1
"2792",28.6,1
"2793",28.6,1
"2794",18,1
"2795",20.6,0
"2796",25.9,0
"2797",15.6,1
"2798",2,0
"2799",35.7,0
"2800",22.5,1
"2801",25.6,1
"2802",6.6,0
"2803",20,0
"2804",30.6,1
"2805",20.8,1
"2806",15.6,1
"2807",33.3,1
"2808",20,0
"2809",19.7,0
"2810",16.6,1
"2811",57.4,1
"2812",42,1
"2813",37.3,0
"2814",37.7,0
"2815",37.9,0
"2816",32.6,1
"2817",19.7,0
"2818",3,0
"2819",9,0
"2820",5.2,1
"2821",1.7,1
"2822",17.1,1
"2823",17,1
"2824",17.4,1
"2825",36.4,0
"2826",11.8,0
"2827",45.6,1
"2828",35.6,0
"2829",25.6,1
"2830",18,1
"2831",35.4,1
"2832",39.7,1
"2833",40.6,1
"2834",34.7,1
"2835",22.6,0
"2836",34.7,1
"2837",61.7,1
"2838",19.6,1
"2839",19.5,1
"2840",23.5,0
"2841",28.5,1
"2842",27.8,1
"2843",28.5,1
"2844",20.7,1
"2845",26.2,1
"2846",59.1,1
"2847",59.1,1
"2848",23.7,1
"2849",41.2,0
"2850",47.6,0
"2851",25.6,0
"2852",2.5,0
"2853",27.7,1
"2854",23.6,1
"2855",21.6,1
"2856",66.1,1
"2857",0.9,0
"2858",30.5,1
"2859",2.6,1
"2860",24.7,1
"2861",40,1
"2862",31.6,0
"2863",26.3,1
"2864",27.4,1
"2865",51.4,1
"2866",41.4,0
"2867",26.8,1
"2868",21.7,0
"2869",29.6,1
"2870",67.1,0
"2871",4.5,1
"2872",22.6,0
"2873",34.6,1
"2874",28.2,0
"2875",24,1
"2876",6,1
"2877",44.6,0
"2878",37.6,1
"2879",44.7,0
"2880",35.6,0
"2881",9.6,1
"2882",0.2,1
"2883",0.5,0
"2884",30.7,0
"2885",38.1,1
"2886",7.3,0
"2887",24.9,1
"2888",22.7,1
"2889",28.6,0
"2890",8.3,0
"2891",29,1
"2892",26.5,0
"2893",26.6,0
"2894",33.5,1
"2895",24.6,0
"2896",22.5,0
"2897",34.6,0
"2898",43.7,0
"2899",19.4,0
"2900",22.6,0
"2901",22.1,0
"2902",14.7,0
"2903",22.5,0
"2904",61.8,1
"2905",32.8,1
"2906",33.1,1
"2907",50.5,1
"2908",0.5,1
"2909",54.7,1
"2910",48.5,1
"2911",31.8,0
"2912",3.3,1
"2913",6.6,1
"2914",44.6,0
"2915",43.8,0
"2916",2.1,1
"2917",42.2,0
"2918",5.6,1
"2919",47.2,0
"2920",14.7,1
"2921",27.6,1
"2922",19.6,0
"2923",35.7,0
"2924",18.5,0
"2925",1.7,1
"2926",16.5,1
"2927",36.6,0
"2928",30.4,0
"2929",17.1,1
"2930",33.6,0
"2931",33.6,0
"2932",32.9,0
"2933",21.8,1
"2934",60.6,0
"2935",3.9,1
"2936",1.3,0
"2937",19.7,1
"2938",1.3,0
"2939",38.7,0
"2940",4.5,1
"2941",42.8,1
"2942",42,1
"2943",48.2,0
