X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
2.2839317340494354,1.1125506496735973,0.5188558848948743,0.28188278060088684,0.4529955801650014,0.9215825028072553,1.4217399347672641,1.215808685678314,0.6130640774646403,0.3216061902259763,0.33964586192476215,0.2804832214887113,0.19755558438636434,0.16430212507397338,0.08901037919691422,0.049064190096931075
0.9118183313786881,7.733769428920827,1.350618227807845,0.34250555755703205,0.17916034241263834,0.514690807600882,1.0398128874761425,1.192056325525958,0.9061897318670383,0.3327879902165165,0.1985829763929548,0.18577494129456393,0.166386928378571,0.12935069908926933,0.054297503641597,0.04279859452969767
0.3104523249715223,2.2330344268685405,9.868941785641502,0.9396302255368703,0.3009743303799069,0.28368638736592633,0.5136821580671646,0.8471830857374134,1.0468936824908022,0.5216522036596369,0.24915473724534487,0.12870561027293392,0.0896040707346836,0.09755607566661405,0.06292333732519009,0.052303069611770864
0.13783881795302821,0.37417709793302134,2.9134650415511616,8.899429683694391,1.2893488420609345,0.6821308577243583,0.5695298575462628,0.7326969858701251,0.9302680807076942,0.8681342417684378,0.42096226963559547,0.16109140868010713,0.06559472929582638,0.05319623836560274,0.02763668805129282,0.018627683459757374
0.2260184281567692,0.18523912297849157,0.2674635435546795,1.7719205963737292,3.4425853494090104,1.686437719780383,1.1962200999934613,1.0215472712434577,0.8543073464160504,1.0322358697666496,0.6835705821775252,0.3358407906579086,0.08533450943415792,0.04422226451588556,0.041742602793603305,0.034496393444966654
0.6566007423858964,0.2801427377535301,0.1694733650266252,0.7246651545657992,1.9214085940982395,3.6830785436364684,2.0204312652654917,1.4549674571162585,1.1615494100207975,0.93996942466812,0.9210884013549347,0.4572556866252594,0.14197388107713144,0.0625694551862948,0.028924191991277104,0.021827713413262367
0.9518212846792699,0.930583994182576,0.6232670416773752,0.4180612898302781,1.0585993187183957,1.9631866624692906,3.5117161634120286,2.057120712743318,1.4267356538728302,1.0707494184065052,0.8186057085514927,0.5584052462538608,0.23792611092993882,0.1192755965756296,0.05396892912261044,0.0496240175834468
0.7910897981338154,1.140801326556014,0.9169511560021577,0.7123192137475274,0.716252790628492,1.4040036784679888,1.901706015968496,3.1891481644168413,1.9253767118221767,1.1845233438055793,0.8232179929741554,0.4321938287001605,0.26219965475426377,0.17997730235213208,0.09187871433101294,0.036170182702646395
0.3923063680849041,0.7229346501710248,1.0196929326129738,0.9035176204192942,0.8503859926792583,1.1750684857065705,1.6003458280684395,1.7487960968291147,2.597180235146873,1.433707602995671,0.9467926409335026,0.33239638898956847,0.18019180171703858,0.12366464933044283,0.07580790956065592,0.03604785638440399
0.226805191383474,0.37216500764700555,0.5613769971227462,1.0951783002161126,0.8435426395594814,0.929335044289219,1.1733660983828567,1.2857077960391317,1.336127774025143,1.838153904926911,0.9240435313570134,0.393622392205896,0.1356992090689836,0.08381839459300863,0.06572594488518572,0.05985376347078127
0.25207638128697496,0.35988008902105567,0.5404893580916145,0.8130256035532457,0.8985358871502342,1.2213803682984303,1.1358341661197895,1.0680897614206184,1.353485144033849,1.442531201194922,1.5759074010561063,0.6697458018446849,0.21707270057431577,0.10658411360915693,0.06508938800269791,0.06155330864429116
0.44939765958636735,0.48138905364117723,0.41385727261529726,0.5641759585559383,0.6278034491222827,1.0462273967028708,1.169094844651572,0.8728174651472814,0.9108387614757185,0.758149725824669,0.919925723484283,1.207070440432301,0.3932680274605679,0.18545676480038226,0.07981842834815282,0.05885290703293129
0.4240343860343413,0.39942959006625267,0.2807220747538628,0.3287431051768144,0.3300310943926015,0.5469608511101054,0.7052261003252835,0.7053041656130701,0.5153493329673167,0.39365532238873646,0.3860627353592522,0.5245208466222762,0.9051718500296446,0.33943823418494756,0.1615939003447288,0.0656625190399208
0.3030352294573278,0.45513477067419184,0.37447571265317803,0.21226063426346342,0.24874452317280416,0.3863190271132323,0.6228155886735973,0.5976995627955076,0.51912734751839,0.30399556234817515,0.3104385647842038,0.3917879505762445,0.4361637848932149,0.8810670185377999,0.2231620551827872,0.09070202019969571
0.12657845216420488,0.358906541948692,0.34710698386699734,0.3349865523194888,0.13373679362536564,0.25545050630530564,0.2877540042904161,0.47296041090206065,0.5018281006874385,0.3827202593546648,0.2862124351295463,0.24515040006090794,0.4222176026754509,0.4557847549133548,0.6213337108058226,0.19920010308276725
0.23683193984339046,0.3140671210267626,0.45308560309356516,0.36428267712246765,0.13119293740770288,0.16360909275111143,0.28183683313953795,0.3397575970474354,0.36520294439132933,0.37876900836426486,0.38033424363864937,0.2222337942446601,0.15729229408597906,0.2463990589517369,0.20881046551783677,0.34386988799078233
