X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
3.218935794948491,1.67756386458769,0.9218935459755808,0.606905935511337,0.9937329704085514,1.4516939032796432,1.5422546766098253,1.1178332038206233,0.6043750188391505,0.3332103195942323,0.34832105697220794,0.2995200362071716,0.17537114650315938,0.12652118713042745,0.06574133094433834,0.03361229435765328
1.4545857847973689,9.794126889529467,2.0004832240780583,0.6226686714971283,0.41496616501643535,0.9706560976590066,1.239153788814359,1.0905398283642747,0.8016657745850928,0.3524772268248483,0.22888307290242363,0.20816702636287854,0.14995414851641575,0.09767471717345072,0.04265756757653384,0.027712879826620036
0.620322520589558,3.1873176400799172,11.528304879129868,1.4503860832634519,0.6778219978145961,0.6181655953498952,0.7800403350160325,0.9149018658326693,0.9046878515168051,0.49286033477684976,0.2606122175876614,0.14286854637500823,0.08384917818578076,0.08126293507439732,0.05357930987369207,0.034103315835196074
0.3951064654858294,0.8744281361993601,4.391132395343291,12.963886542902275,2.518133630765461,1.2286611459419499,0.8371354684792034,0.9864517060899827,1.0263502954505113,0.8703497794122829,0.4614128000126031,0.21446498652135998,0.09938861445414486,0.0566278621163169,0.029890875880650883,0.01753192327801847
0.6702775783748065,0.5209025275950323,0.6482687990631998,4.3525993630255035,6.3986152830580245,2.918174458983624,1.6942408541581009,1.2713851834256027,1.0271787774828702,1.0600529048467877,0.7368611051335564,0.41951449992909073,0.14799213827746602,0.043040799437770054,0.039112467082300054,0.02737692870404747
1.240315371252173,0.7099102015807597,0.3747576172400604,1.3782111504164014,3.425571550081306,4.508607435408466,2.4728967559471435,1.6699012759740723,1.3040642168552739,1.0134906393042984,0.9311066529980944,0.5213592463513774,0.2071126420806886,0.05281083398999925,0.02102692529747194,0.01574322603059906
1.2325752789852549,1.7209746485383963,1.2420654275012453,0.7294184603016752,1.5357095321117855,2.4911375432520897,3.0069377716471415,2.0661086808343363,1.4783538996806036,1.0713666809153373,0.7972822991460204,0.5730253513703216,0.24224548758514325,0.06668064483016571,0.03290827744275456,0.022593964411893156
0.9635956221655895,1.4942522050336664,1.2388005832977547,0.8881838578717133,0.9162481438190035,1.6378479676236455,1.931798943063819,2.4149243659991373,1.893396481681541,1.1757877490552084,0.8564799083274397,0.45836337084575673,0.20587365415951042,0.0916645151656524,0.045903605164118275,0.014798857985817515
0.6787482425472866,1.0933404416059012,1.2382299911146883,1.2455526752278747,1.032582270968678,1.3246521724426366,1.6389920460751233,1.7308960888691587,2.0564108567977155,1.4432456385198265,1.0318248835297794,0.40781983181367804,0.19464166812041453,0.0653257724127629,0.038603183300445584,0.016996278630721166
0.38218262422835714,0.8313250281442431,0.890039039439685,1.4535731733386177,0.8966324956658912,1.0309884261996067,1.1955613054272025,1.3200006886531326,1.3400735787105602,1.3429686268063865,0.906366206494906,0.47617327216167155,0.14389748219599738,0.03764263790130029,0.030790972871229318,0.025727127259770763
0.4235516041171666,0.7824376566516242,1.016059379393904,1.159127428454828,0.9639721323761969,1.2660811948509594,1.184686222460832,1.1174847896112674,1.462194751531927,1.4525569834366059,1.2061638485793107,0.7055530283579108,0.19211695941710277,0.04182521250351339,0.03077249286020009,0.02704543722713082
0.7216682152314547,1.0626191226221298,0.807454105323392,0.9395965172319245,0.7878033386180583,1.1956996645641789,1.2565019813863658,0.9720094391074119,1.0838658108304609,0.9111954819559003,0.9537742585993458,0.7705176927793922,0.3132962916470456,0.0954167305868137,0.03686092434868864,0.02582456467867001
0.5945593467169005,0.7071407435207052,0.4798653980966594,0.5470784892610351,0.4463229444164135,0.634157466377648,0.7057196386227685,0.7352826007418712,0.5813363616289451,0.5008091660902805,0.454603026711096,0.4701546571318589,0.25473495303833915,0.13519374838782683,0.054073812229082766,0.01656546560641435
0.3756274687393174,0.6210123115646211,0.5334103996989408,0.25911820075326425,0.26442973503086376,0.31411833471807793,0.42801055542337973,0.41538018028904444,0.3051971735628263,0.15040159296948155,0.15861001303317446,0.19601729402234766,0.1676650497809827,0.18771020305261307,0.08504383737270693,0.024002044192885277
0.18702928970275576,0.5619276070416447,0.5615851057368767,0.44769649055966343,0.13688740642142033,0.24173601330820357,0.2082551076964942,0.3441441169648968,0.33565965860371055,0.2570459773097103,0.20564160718164817,0.15519405495179317,0.1764208986365016,0.1483210188203503,0.14555717028702056,0.08771566560623575
0.24232560911363368,0.36563494754291687,0.5653597867979451,0.4494105484552063,0.12322559607893785,0.12714757750139052,0.16959156320652508,0.2473203250874584,0.26480368449800873,0.23207368839074902,0.2402131006595405,0.11808938035332145,0.072213923916944,0.10636808647320961,0.07978927312424498,0.06558908507150141
